Receipt No,Receipt Date,  Order No,  Order Date,Warehouse,Item Description,Unit,Delivery Note Qty,Receipt Qty,Reworkable Qty,Rejected Qty,Rate,Value
RCPT0000001465,19/09/2015,FGR001669,19/09/2015,FINISHED GOODS - SEC,CU32SSMEDPT-10,KG,0.00,100.86,0.00,0.00,245.00,24709.48
RCPT0000001465,19/09/2015,FGR001669,19/09/2015,FINISHED GOODS - SEC,CU0.18SSMEDPT-10,KG,0.00,96.07,0.00,0.00,490.00,47074.30
RCPT0000001466,19/09/2015,FGR001670,19/09/2015,FINISHED GOODS - SEC,CU37SSMEDPT-10,KG,0.00,1.96,0.00,0.00,490.00,960.40
RCPT0000001467,19/09/2015,FGR001671,19/09/2015,FINISHED GOODS - SEC,CU0.55MCFINEPT-45,KG,0.00,487.03,0.00,0.00,230.00,112016.90
RCPT0000001467,19/09/2015,FGR001671,19/09/2015,FINISHED GOODS - SEC,CU0.5DCMEDPT-90,KG,0.00,736.12,0.00,0.00,480.00,353337.60
RCPT0000001467,19/09/2015,FGR001671,19/09/2015,FINISHED GOODS - SEC,CU0.95DCMEDPT-,KG,0.00,1374.24,0.00,0.00,480.00,659635.20
RCPT0000001467,19/09/2015,FGR001671,19/09/2015,FINISHED GOODS - SEC,CU0.55DCFINEPT-90,KG,0.00,680.14,0.00,0.00,480.00,326467.20
RCPT0000001467,19/09/2015,FGR001671,19/09/2015,FINISHED GOODS - SEC,CU1.22MCFINEPT-90,KG,0.00,1444.00,0.00,0.00,490.00,707560.00
RCPT0000001467,19/09/2015,FGR001671,19/09/2015,FINISHED GOODS - SEC,CU1DCFINEPT90,KG,0.00,2207.00,0.00,0.00,480.00,1059360.00
RCPT0000001467,19/09/2015,FGR001671,19/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,743.00,0.00,0.00,480.00,356640.00
RCPT0000001467,19/09/2015,FGR001671,19/09/2015,FINISHED GOODS - SEC,CU2DCMEDPT-90,KG,0.00,684.76,0.00,0.00,480.00,328682.40
RCPT0000001467,19/09/2015,FGR001671,19/09/2015,FINISHED GOODS - SEC,CU0.4DCMEDPT-90,KG,0.00,498.76,0.00,0.00,480.00,239407.20
RCPT0000001467,19/09/2015,FGR001671,19/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,488.00,0.00,0.00,470.00,229360.00
RCPT0000001467,19/09/2015,FGR001671,19/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,2336.00,0.00,0.00,480.00,1121280.00
RCPT0000001468,19/09/2015,FGR001672,19/09/2015,FINISHED GOODS - SEC,CU0.22SSFINEPT-10,KG,0.00,2030.86,0.00,0.00,490.00,995121.40
RCPT0000001468,19/09/2015,FGR001672,19/09/2015,FINISHED GOODS - SEC,CU37SSNYLONMEDPT-10,KG,0.00,277.63,0.00,0.00,480.00,133262.40
RCPT0000001469,19/09/2015,FGR001673,19/09/2015,FINISHED GOODS - SEC,CU42SSFINEPT-4,KG,0.00,508.36,0.00,0.00,490.00,249098.85
RCPT0000001469,19/09/2015,FGR001673,19/09/2015,FINISHED GOODS - SEC,CU0.125SSHFINEPT-,KG,0.00,16.78,0.00,0.00,495.00,8306.10
RCPT0000001469,19/09/2015,FGR001673,19/09/2015,FINISHED GOODS - SEC,CU0.102SSHFINEPT-,KG,0.00,243.92,0.00,0.00,495.00,120742.88
RCPT0000001469,19/09/2015,FGR001673,19/09/2015,FINISHED GOODS - SEC,CU0.11SSFINEPT-4,KG,0.00,265.32,0.00,0.00,490.00,130006.80
RCPT0000001469,19/09/2015,FGR001673,19/09/2015,FINISHED GOODS - SEC,CU0.115SSFINEPT-4,KG,0.00,45.33,0.00,0.00,490.00,22211.70
RCPT0000001469,19/09/2015,FGR001673,19/09/2015,FINISHED GOODS - SEC,CU43SSFINEPT-4,KG,0.00,56.04,0.00,0.00,490.00,27462.05
RCPT0000001470,20/09/2015,FGR001675,20/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,159.00,0.00,0.00,470.00,74730.00
RCPT0000001470,20/09/2015,FGR001675,20/09/2015,FINISHED GOODS - SEC,CU1.9MPMEDPT-180,KG,0.00,1398.00,0.00,0.00,470.00,657060.00
RCPT0000001470,20/09/2015,FGR001675,20/09/2015,FINISHED GOODS - SEC,CU0.87DCFINEPT-,KG,0.00,632.66,0.00,0.00,480.00,303676.80
RCPT0000001470,20/09/2015,FGR001675,20/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,1251.00,0.00,0.00,480.00,600480.00
RCPT0000001470,20/09/2015,FGR001675,20/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,405.00,0.00,0.00,480.00,194400.00
RCPT0000001470,20/09/2015,FGR001675,20/09/2015,FINISHED GOODS - SEC,CU0.5DCMEDPT-90,KG,0.00,743.92,0.00,0.00,480.00,357079.20
RCPT0000001470,20/09/2015,FGR001675,20/09/2015,FINISHED GOODS - SEC,CU0.45DCMEDPT-90,KG,0.00,1007.18,0.00,0.00,480.00,483446.40
RCPT0000001470,20/09/2015,FGR001675,20/09/2015,FINISHED GOODS - SEC,CU0.95DCMEDPT-,KG,0.00,587.64,0.00,0.00,480.00,282067.20
RCPT0000001471,20/09/2015,FGR001677,20/09/2015,FINISHED GOODS - SEC,CU37SSMEDPT-10,KG,0.00,50.08,0.00,0.00,490.00,24541.65
RCPT0000001471,20/09/2015,FGR001677,20/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,484.54,0.00,0.00,490.00,237422.15
RCPT0000001471,20/09/2015,FGR001677,20/09/2015,FINISHED GOODS - SEC,CU38SSMEDPT-10,KG,0.00,502.34,0.00,0.00,490.00,246144.15
RCPT0000001472,20/09/2015,FGR001680,20/09/2015,FINISHED GOODS - SEC,CU0.27SSFINEPT-10,KG,0.00,612.17,0.00,0.00,490.00,299963.30
RCPT0000001472,20/09/2015,FGR001680,20/09/2015,FINISHED GOODS - SEC,CU0.15SSFINEPT-10,KG,0.00,425.64,0.00,0.00,490.00,208566.05
RCPT0000001472,20/09/2015,FGR001680,20/09/2015,FINISHED GOODS - SEC,CU36MPMEDPT-10,KG,0.00,498.02,0.00,0.00,470.00,234067.05
RCPT0000001472,20/09/2015,FGR001680,20/09/2015,FINISHED GOODS - SEC,CU0.18SSFINEPT-10,KG,0.00,404.94,0.00,0.00,490.00,198418.15
RCPT0000001473,21/09/2015,FGR001681,21/09/2015,FINISHED GOODS - SEC,CU0.8DCFINEPT-90,KG,0.00,340.00,0.00,0.00,480.00,163200.00
RCPT0000001474,21/09/2015,FGR001682,21/09/2015,FINISHED GOODS - SEC,CU0.14SSHFINEPT-,KG,0.00,333.76,0.00,0.00,495.00,165213.68
RCPT0000001474,21/09/2015,FGR001682,21/09/2015,FINISHED GOODS - SEC,CU0.475SSHFINEPT-,KG,0.00,334.58,0.00,0.00,500.00,167287.50
RCPT0000001474,21/09/2015,FGR001682,21/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,308.24,0.00,0.00,490.00,151037.60
RCPT0000001475,21/09/2015,FGR001684,21/09/2015,FINISHED GOODS - SEC,CU30SSMEDPT-10,KG,0.00,200.56,0.00,0.00,490.00,98274.40
RCPT0000001475,21/09/2015,FGR001684,21/09/2015,FINISHED GOODS - SEC,CU20.5DCMEDM-266,KG,0.00,560.52,0.00,0.00,480.00,269052.00
RCPT0000001475,21/09/2015,FGR001684,21/09/2015,FINISHED GOODS - SEC,CU0.3SBMEDPT-25,KG,0.00,206.63,0.00,0.00,500.00,103315.00
RCPT0000001475,21/09/2015,FGR001684,21/09/2015,FINISHED GOODS - SEC,CU0.15*2SSFINEPT-,KG,0.00,247.54,0.00,0.00,500.00,123767.50
RCPT0000001475,21/09/2015,FGR001684,21/09/2015,FINISHED GOODS - SEC,CU22.5DCMEDM-266,KG,0.00,557.79,0.00,0.00,480.00,267739.20
RCPT0000001475,21/09/2015,FGR001684,21/09/2015,FINISHED GOODS - SEC,CU0.23SSFINEPT-10,KG,0.00,199.73,0.00,0.00,490.00,97867.70
RCPT0000001476,21/09/2015,FGR001685,21/09/2015,FINISHED GOODS - SEC,CU0.87DCFINEPT-,KG,0.00,1304.42,0.00,0.00,480.00,626121.60
RCPT0000001476,21/09/2015,FGR001685,21/09/2015,FINISHED GOODS - SEC,CU0.85DCMEDPT-90,KG,0.00,82.00,0.00,0.00,480.00,39360.00
RCPT0000001476,21/09/2015,FGR001685,21/09/2015,FINISHED GOODS - SEC,CU1.9MPMEDPT-180,KG,0.00,700.00,0.00,0.00,470.00,329000.00
RCPT0000001476,21/09/2015,FGR001685,21/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,486.00,0.00,0.00,480.00,233280.00
RCPT0000001476,21/09/2015,FGR001685,21/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,897.00,0.00,0.00,480.00,430560.00
RCPT0000001476,21/09/2015,FGR001685,21/09/2015,FINISHED GOODS - SEC,CU1DCFINEPT90,KG,0.00,495.00,0.00,0.00,480.00,237600.00
RCPT0000001477,21/09/2015,FGR001686,21/09/2015,FINISHED GOODS - SEC,CU0.4SBMEDPT-25,KG,0.00,257.87,0.00,0.00,500.00,128935.00
RCPT0000001478,21/09/2015,01RM000017,21/09/2015,FINISHED GOODS - SEC,CU0.3SBMEDPT-25,KG,281.19,281.19,0.00,0.00,500.00,140595.00
RCPT0000001479,21/09/2015,FGR001687,21/09/2015,FINISHED GOODS - SEC,CU1.05DCMEDPT-90,KG,0.00,298.00,0.00,0.00,480.00,143040.00
RCPT0000001480,21/09/2015,FGR001688,21/09/2015,FINISHED GOODS - SEC,CU32SSMEDPT-10,KG,0.00,3045.56,0.00,0.00,245.00,746160.98
RCPT0000001480,21/09/2015,FGR001688,21/09/2015,FINISHED GOODS - SEC,CU0.9MCMEDPT-90,KG,0.00,16.62,0.00,0.00,490.00,8141.35
RCPT0000001481,21/09/2015,FGR001691,21/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,932.90,0.00,0.00,470.00,438465.35
RCPT0000001482,22/09/2015,FGR001693,22/09/2015,FINISHED GOODS - SEC,CU1.05DCMEDPT-90,KG,0.00,336.00,0.00,0.00,480.00,161280.00
RCPT0000001482,22/09/2015,FGR001693,22/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,781.00,0.00,0.00,470.00,367070.00
RCPT0000001483,22/09/2015,,,FINISHED GOODS - SEC,CU0.9MPFINEPT-90,KG,84.79,84.79,0.00,0.00,470.00,39851.30
RCPT0000001484,22/09/2015,FGR001694,22/09/2015,FINISHED GOODS - SEC,CU27FCMEDPT-25,KG,0.00,1072.02,0.00,0.00,470.00,503847.05
RCPT0000001484,22/09/2015,FGR001694,22/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,298.51,0.00,0.00,490.00,146269.90
RCPT0000001484,22/09/2015,FGR001694,22/09/2015,FINISHED GOODS - SEC,CU27DCMEDPT-25,KG,0.00,524.38,0.00,0.00,480.00,251700.00
RCPT0000001484,22/09/2015,FGR001694,22/09/2015,FINISHED GOODS - SEC,CU38*4SSMEDPT-10,KG,0.00,51.08,0.00,0.00,490.00,25026.75
RCPT0000001484,22/09/2015,FGR001694,22/09/2015,FINISHED GOODS - SEC,CU0.22SSMEDPT-10,KG,0.00,198.38,0.00,0.00,490.00,97203.75
RCPT0000001485,22/09/2015,FGR001695,22/09/2015,FINISHED GOODS - SEC,CU40SSMEDPT-4,KG,0.00,194.58,0.00,0.00,490.00,95346.65
RCPT0000001485,22/09/2015,FGR001695,22/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,346.52,0.00,0.00,490.00,169797.25
RCPT0000001485,22/09/2015,FGR001695,22/09/2015,FINISHED GOODS - SEC,CU0.15*2SSFINEPT-,KG,0.00,93.78,0.00,0.00,500.00,46887.50
RCPT0000001485,22/09/2015,FGR001695,22/09/2015,FINISHED GOODS - SEC,CU0.23SSMEDPT-10,KG,0.00,618.98,0.00,0.00,490.00,303302.65
RCPT0000001485,22/09/2015,FGR001695,22/09/2015,FINISHED GOODS - SEC,CU32SSMEDPT-10,KG,0.00,101.48,0.00,0.00,245.00,24862.60
RCPT0000001485,22/09/2015,FGR001695,22/09/2015,FINISHED GOODS - SEC,CU38*3SSMEDPT-10,KG,0.00,197.39,0.00,0.00,490.00,96721.10
RCPT0000001486,22/09/2015,FGR001696,22/09/2015,FINISHED GOODS - SEC,CU1.9MPMEDPT-180,KG,0.00,662.00,0.00,0.00,470.00,311140.00
RCPT0000001486,22/09/2015,FGR001696,22/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,243.00,0.00,0.00,480.00,116640.00
RCPT0000001486,22/09/2015,FGR001696,22/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,1260.00,0.00,0.00,480.00,604800.00
RCPT0000001486,22/09/2015,FGR001696,22/09/2015,FINISHED GOODS - SEC,CU1.05DCMEDPT-90,KG,0.00,173.00,0.00,0.00,480.00,83040.00
RCPT0000001486,22/09/2015,FGR001696,22/09/2015,FINISHED GOODS - SEC,CU0.5DCMEDPT-90,KG,0.00,728.34,0.00,0.00,480.00,349603.20
RCPT0000001486,22/09/2015,FGR001696,22/09/2015,FINISHED GOODS - SEC,CU0.8DCFINEPT-90,KG,0.00,161.00,0.00,0.00,480.00,77280.00
RCPT0000001487,22/09/2015,FGR001697,22/09/2015,FINISHED GOODS - SEC,CU0.58DCMEDPT-90,KG,0.00,46.94,0.00,0.00,480.00,22533.60
RCPT0000001487,22/09/2015,FGR001697,22/09/2015,FINISHED GOODS - SEC,CU0.95DCMEDPT-90,KG,0.00,1077.71,0.00,0.00,480.00,517300.80
RCPT0000001488,22/09/2015,FGR001698,22/09/2015,FINISHED GOODS - SEC,CU0.55DCFinePT-25,KG,0.00,523.64,0.00,0.00,480.00,251344.80
RCPT0000001488,22/09/2015,FGR001698,22/09/2015,FINISHED GOODS - SEC,CU0.6DCFINEPT-25,KG,0.00,729.76,0.00,0.00,470.00,342984.85
RCPT0000001488,22/09/2015,FGR001698,22/09/2015,FINISHED GOODS - SEC,CU27DCMEDPT-25,KG,0.00,516.20,0.00,0.00,480.00,247773.60
RCPT0000001489,22/09/2015,FGR001700,22/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,506.02,0.00,0.00,490.00,247949.80
RCPT0000001490,23/09/2015,FGR001701,23/09/2015,FINISHED GOODS - SEC,CU0.8DCFINEPT-90,KG,0.00,805.00,0.00,0.00,480.00,386400.00
RCPT0000001490,23/09/2015,FGR001701,23/09/2015,FINISHED GOODS - SEC,CU0.6MPFINEPT-90,KG,0.00,403.00,0.00,0.00,470.00,189410.00
RCPT0000001490,23/09/2015,FGR001701,23/09/2015,FINISHED GOODS - SEC,CU0.9MPFINEPT-90,KG,0.00,396.00,0.00,0.00,470.00,186120.00
RCPT0000001490,23/09/2015,FGR001701,23/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,72.00,0.00,0.00,470.00,33840.00
RCPT0000001491,23/09/2015,FGR001702,23/09/2015,FINISHED GOODS - SEC,CU0.27SSFINEPT-10,KG,0.00,285.76,0.00,0.00,490.00,140024.85
RCPT0000001492,23/09/2015,,,FINISHED GOODS - SEC,CU27SSFINEPT-10,KG,285.76,285.76,0.00,0.00,490.00,140024.85
RCPT0000001493,23/09/2015,FGR001704,23/09/2015,FINISHED GOODS - SEC,CU35.5MPMEDPT-10,KG,0.00,505.30,0.00,0.00,470.00,237491.00
RCPT0000001493,23/09/2015,FGR001704,23/09/2015,FINISHED GOODS - SEC,CU34MPMEDPT-10,KG,0.00,1040.09,0.00,0.00,470.00,488842.30
RCPT0000001493,23/09/2015,FGR001704,23/09/2015,FINISHED GOODS - SEC,CU35MPMEDPT-10,KG,0.00,1001.28,0.00,0.00,470.00,470599.25
RCPT0000001493,23/09/2015,FGR001704,23/09/2015,FINISHED GOODS - SEC,CU34SSMEDPT-10,KG,0.00,101.00,0.00,0.00,490.00,49487.55
RCPT0000001493,23/09/2015,FGR001704,23/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,209.80,0.00,0.00,490.00,102804.45
RCPT0000001493,23/09/2015,FGR001704,23/09/2015,FINISHED GOODS - SEC,CU33SSMEDPT-10,KG,0.00,53.18,0.00,0.00,490.00,26058.20
RCPT0000001493,23/09/2015,FGR001704,23/09/2015,FINISHED GOODS - SEC,CU0.15SSFINEPT-10,KG,0.00,201.00,0.00,0.00,490.00,98492.45
RCPT0000001494,23/09/2015,FGR001705,23/09/2015,FINISHED GOODS - SEC,CU0.7DCMEDPT-90,KG,0.00,82.44,0.00,0.00,480.00,39571.20
RCPT0000001494,23/09/2015,FGR001705,23/09/2015,FINISHED GOODS - SEC,CU30DCMEDPT-25,KG,0.00,21.10,0.00,0.00,460.00,9708.30
RCPT0000001494,23/09/2015,FGR001705,23/09/2015,FINISHED GOODS - SEC,CU34SSMEDPT-10,KG,0.00,1002.98,0.00,0.00,490.00,491457.75
RCPT0000001494,23/09/2015,FGR001705,23/09/2015,FINISHED GOODS - SEC,CU0.71SSMEDPT-25,KG,0.00,821.18,0.00,0.00,490.00,402375.75
RCPT0000001495,23/09/2015,FGR001706,23/09/2015,FINISHED GOODS - SEC,CU1.9MPMEDPT-180,KG,0.00,464.00,0.00,0.00,470.00,218080.00
RCPT0000001495,23/09/2015,FGR001706,23/09/2015,FINISHED GOODS - SEC,CU0.9MPFINEPT-90,KG,0.00,243.00,0.00,0.00,470.00,114210.00
RCPT0000001495,23/09/2015,FGR001706,23/09/2015,FINISHED GOODS - SEC,CU0.7DCMEDPT-90,KG,0.00,740.90,0.00,0.00,480.00,355629.60
RCPT0000001495,23/09/2015,FGR001706,23/09/2015,FINISHED GOODS - SEC,CU0.55DCMEDPT-90,KG,0.00,1451.48,0.00,0.00,480.00,696708.00
RCPT0000001495,23/09/2015,FGR001706,23/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,1003.00,0.00,0.00,480.00,481440.00
RCPT0000001495,23/09/2015,FGR001706,23/09/2015,FINISHED GOODS - SEC,CU1.05DCMEDPT-90,KG,0.00,173.00,0.00,0.00,480.00,83040.00
RCPT0000001495,23/09/2015,FGR001706,23/09/2015,FINISHED GOODS - SEC,CU1.15DCFINEPT-,KG,0.00,189.00,0.00,0.00,480.00,90720.00
RCPT0000001495,23/09/2015,FGR001706,23/09/2015,FINISHED GOODS - SEC,CU0.8DCFINEPT-90,KG,0.00,433.00,0.00,0.00,480.00,207840.00
RCPT0000001495,23/09/2015,FGR001706,23/09/2015,FINISHED GOODS - SEC,CU0.83DCFINEPT-90,KG,0.00,70.00,0.00,0.00,480.00,33600.00
RCPT0000001495,23/09/2015,FGR001706,23/09/2015,FINISHED GOODS - SEC,CU0.6MPFINEPT-90,KG,0.00,161.00,0.00,0.00,470.00,75670.00
RCPT0000001496,23/09/2015,FGR001707,23/09/2015,FINISHED GOODS - SEC,CU0.22SSFINEPT-10,KG,0.00,851.02,0.00,0.00,490.00,416997.35
RCPT0000001496,23/09/2015,FGR001707,23/09/2015,FINISHED GOODS - SEC,CU0.22SSMEDPT-10,KG,0.00,267.42,0.00,0.00,490.00,131038.25
RCPT0000001496,23/09/2015,FGR001707,23/09/2015,FINISHED GOODS - SEC,CU38SSMEDPT-10,KG,0.00,503.38,0.00,0.00,490.00,246656.20
RCPT0000001497,23/09/2015,FGR001708,23/09/2015,FINISHED GOODS - SEC,CU32SSMEDPT-10,KG,0.00,1714.91,0.00,0.00,245.00,420152.95
RCPT0000001497,23/09/2015,FGR001708,23/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,648.01,0.00,0.00,490.00,317524.90
RCPT0000001497,23/09/2015,FGR001708,23/09/2015,FINISHED GOODS - SEC,CU34SSMEDPT-10,KG,0.00,539.78,0.00,0.00,490.00,264492.20
RCPT0000001498,23/09/2015,FGR001709,23/09/2015,FINISHED GOODS - SEC,CU1.05DCMEDPT-90,KG,0.00,1284.00,0.00,0.00,480.00,616320.00
RCPT0000001498,23/09/2015,FGR001709,23/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,727.00,0.00,0.00,480.00,348960.00
RCPT0000001498,23/09/2015,FGR001709,23/09/2015,FINISHED GOODS - SEC,CU0.85DCMEDPT-90,KG,0.00,260.00,0.00,0.00,480.00,124800.00
RCPT0000001499,23/09/2015,FGR001710,23/09/2015,FINISHED GOODS - SEC,CU40SSMEDPT-4,KG,0.00,881.02,0.00,0.00,490.00,431697.35
RCPT0000001500,24/09/2015,FGR001711,24/09/2015,FINISHED GOODS - SEC,CU0.85DCMEDPT-90,KG,0.00,340.00,0.00,0.00,480.00,163200.00
RCPT0000001501,24/09/2015,FGR001712,24/09/2015,FINISHED GOODS - SEC,CU36SSMEDPT-10,KG,0.00,163.64,0.00,0.00,490.00,80181.15
RCPT0000001502,24/09/2015,,,FINISHED GOODS - SEC,CU0.12SSFINEPT-10,KG,42.88,42.88,0.00,0.00,490.00,21011.20
RCPT0000001503,24/09/2015,FGR001713,24/09/2015,FINISHED GOODS - SEC,CU0.55DCMEDPT-90,KG,0.00,1022.60,0.00,0.00,480.00,490850.40
RCPT0000001503,24/09/2015,FGR001713,24/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,1234.64,0.00,0.00,470.00,580283.15
RCPT0000001504,24/09/2015,,,FINISHED GOODS - SEC,CU0.7DCMEDPT-90,KG,1234.64,1234.64,0.00,0.00,470.00,580283.15
RCPT0000001505,24/09/2015,FGR001715,24/09/2015,FINISHED GOODS - SEC,CU0.14SSFINEPT-10,KG,0.00,621.72,0.00,0.00,500.00,310860.00
RCPT0000001505,24/09/2015,FGR001715,24/09/2015,FINISHED GOODS - SEC,CU34MPFINEPT-10,KG,0.00,180.68,0.00,0.00,470.00,84919.60
RCPT0000001506,24/09/2015,FGR001716,24/09/2015,FINISHED GOODS - SEC,CU0.8DCFINEPT-90,KG,0.00,324.00,0.00,0.00,480.00,155520.00
RCPT0000001506,24/09/2015,FGR001716,24/09/2015,FINISHED GOODS - SEC,CU0.9MPFINEPT-90,KG,0.00,317.00,0.00,0.00,470.00,148990.00
RCPT0000001506,24/09/2015,FGR001716,24/09/2015,FINISHED GOODS - SEC,CU1.9MPMEDPT-180,KG,0.00,712.00,0.00,0.00,470.00,334640.00
RCPT0000001506,24/09/2015,FGR001716,24/09/2015,FINISHED GOODS - SEC,CU0.85DCMEDPT-90,KG,0.00,511.00,0.00,0.00,480.00,245280.00
RCPT0000001506,24/09/2015,FGR001716,24/09/2015,FINISHED GOODS - SEC,CU1DCMEDPT-90,KG,0.00,461.00,0.00,0.00,480.00,221280.00
RCPT0000001506,24/09/2015,FGR001716,24/09/2015,FINISHED GOODS - SEC,CU0.5DCMEDPT-90,KG,0.00,82.58,0.00,0.00,480.00,39640.80
RCPT0000001506,24/09/2015,FGR001716,24/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,1006.00,0.00,0.00,480.00,482880.00
RCPT0000001507,24/09/2015,FGR001717,24/09/2015,FINISHED GOODS - SEC,CU0.6DCFINEPT-90,KG,0.00,328.76,0.00,0.00,480.00,157802.40
RCPT0000001507,24/09/2015,FGR001717,24/09/2015,FINISHED GOODS - SEC,CU0.58DCMEDPT-90,KG,0.00,40.46,0.00,0.00,480.00,19420.80
RCPT0000001508,25/09/2015,FGR001721,25/09/2015,FINISHED GOODS - SEC,CU0.85DCMEDPT-90,KG,0.00,414.00,0.00,0.00,480.00,198720.00
RCPT0000001508,25/09/2015,FGR001721,25/09/2015,FINISHED GOODS - SEC,CU0.7MPMEDPT-90,KG,0.00,1233.00,0.00,0.00,470.00,579510.00
RCPT0000001509,25/09/2015,FGR001722,25/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,505.04,0.00,0.00,490.00,247469.60
RCPT0000001509,25/09/2015,FGR001722,25/09/2015,FINISHED GOODS - SEC,CU36SSMEDPT-10,KG,0.00,225.72,0.00,0.00,490.00,110605.25
RCPT0000001509,25/09/2015,FGR001722,25/09/2015,FINISHED GOODS - SEC,CU0.3SSFINEPT-10,KG,0.00,508.42,0.00,0.00,490.00,249125.80
RCPT0000001510,25/09/2015,FGR001726,25/09/2015,FINISHED GOODS - SEC,CU0.23SSFINEPT-10,KG,0.00,1050.91,0.00,0.00,490.00,514945.90
RCPT0000001510,25/09/2015,FGR001726,25/09/2015,FINISHED GOODS - SEC,CU41SSFINEPT-4,KG,0.00,303.27,0.00,0.00,490.00,148602.30
RCPT0000001510,25/09/2015,FGR001726,25/09/2015,FINISHED GOODS - SEC,CU0.15*2SSFINEPT-,KG,0.00,109.88,0.00,0.00,500.00,54942.50
RCPT0000001510,25/09/2015,FGR001726,25/09/2015,FINISHED GOODS - SEC,CU34SSMEDPT-10,KG,0.00,1344.46,0.00,0.00,490.00,658785.40
RCPT0000001511,25/09/2015,FGR001727,25/09/2015,FINISHED GOODS - SEC,CU38SSMEDPT-10,KG,0.00,81.42,0.00,0.00,490.00,39898.25
RCPT0000001511,25/09/2015,FGR001727,25/09/2015,FINISHED GOODS - SEC,CU34.5HCMEDPT-10,KG,0.00,33.69,0.00,0.00,475.00,16002.75
RCPT0000001511,25/09/2015,FGR001727,25/09/2015,FINISHED GOODS - SEC,CU30SSMEDPT-10,KG,0.00,49.62,0.00,0.00,490.00,24313.80
RCPT0000001511,25/09/2015,FGR001727,25/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,210.28,0.00,0.00,490.00,103034.75
RCPT0000001511,25/09/2015,FGR001727,25/09/2015,FINISHED GOODS - SEC,CU0.18SSMEDPT-10,KG,0.00,247.95,0.00,0.00,490.00,121495.50
RCPT0000001511,25/09/2015,FGR001727,25/09/2015,FINISHED GOODS - SEC,CU37SSMEDPT-10,KG,0.00,110.72,0.00,0.00,490.00,54252.80
RCPT0000001511,25/09/2015,FGR001727,25/09/2015,FINISHED GOODS - SEC,CU36SSMEDPT-10,KG,0.00,609.50,0.00,0.00,490.00,298657.45
RCPT0000001511,25/09/2015,FGR001727,25/09/2015,FINISHED GOODS - SEC,CU0.27SSFINEPT-10,KG,0.00,1002.06,0.00,0.00,490.00,491009.40
RCPT0000001512,25/09/2015,FGR001728,25/09/2015,FINISHED GOODS - SEC,CU35SSMEDPT-10,KG,0.00,1746.04,0.00,0.00,490.00,855557.15
RCPT0000001513,25/09/2015,,,FINISHED GOODS - SEC,CU38SSMEDPT-10,KG,395.23,395.23,0.00,0.00,490.00,193662.70
RCPT0000001514,25/09/2015,FGR001730,25/09/2015,FINISHED GOODS - SEC,CU0.9MPFINEPT-90,KG,0.00,233.00,0.00,0.00,470.00,109510.00
RCPT0000001514,25/09/2015,FGR001730,25/09/2015,FINISHED GOODS - SEC,CU1.9MPMEDPT-180,KG,0.00,707.00,0.00,0.00,470.00,332290.00
RCPT0000001514,25/09/2015,FGR001730,25/09/2015,FINISHED GOODS - SEC,CU0.87DCFINEPT-,KG,0.00,3900.54,0.00,0.00,480.00,1872259.20
RCPT0000001514,25/09/2015,FGR001730,25/09/2015,FINISHED GOODS - SEC,CU1DCFINEPT90,KG,0.00,169.00,0.00,0.00,480.00,81120.00
RCPT0000001514,25/09/2015,FGR001730,25/09/2015,FINISHED GOODS - SEC,CU0.9DCMEDPT-90,KG,0.00,1676.00,0.00,0.00,480.00,804480.00
