  Warehouse ,Group,Item Code,Description,Unit,Total Qty.,Total Value,Reserved Qty.,Reserved Value,Rejected Qty.,Rejected Value,Reworkable Qty.,Reworkable Value,Scrap Qty.,Scrap Value
SPARE AND CONSUMABLE,HOUSE KEEPING MATERIAL,COHKMISC,MISC. HKM,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,HOUSE KEEPING MATERIAL,HOUSE KEEPING MACHINE SPARE PARTS,HOUSE KEEPING MACHINE SPARE PARTS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BUILDING MATERIAL,COBMMISC,MISC. BUILDING MATERIALS,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BUILDING MATERIAL,COBMR&M,R&M BUILDING,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BUILDING MATERIAL,COBMWHITE WASH,WHITE WASH & PAINTS & BRUSHES,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BUILDING MATERIAL,SANITRY ITEMS,SANITRY ITEMS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,CHEMICAL,COCHMD M WATER,D M WATER,L,133500.00,24030.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,CHEMICAL,COCHMMERCURY,MERCURY,ML,1.00,5138.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,CHEMICAL,COCHMMISC. CHEMICALS,MISC. CHEMICALS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,CHEMICAL,COCHMPHENOPHTHELENE,PHENOPHTHELENE  SOLU. 8.3- 10,ML,10.00,1305.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,CHEMICAL,COCHMSULPHURIC ACID,SULPHURIC ACID,ML,5.00,1489.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,CHEMICAL,COCHMWAX,WAX PARAFIN,KG,62.00,103756.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,SPARE PARTS,COMPRESSOR SPARE PARTS,COMPRESSOR SPARE PARTS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,SPARE PARTS,COMSPMAG-MISC.,MAG-MISC. SPARE PARTS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,SPARE PARTS,DRIVE,DRIVE,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,SPARE PARTS,MICROCLEAN CARTRIDGE FILTER 10,MICROCLEAN CARTRIDGE FILTER 10,PCS,50.00,28560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,SPARE PARTS,catalyst cubes,CATALYST CUBES,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,MISC.,AMC,AMC,PC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,MISC.,CENTRIFUGAL OIL CLEANING ASSEMBLY,CENTRIFUGAL OIL CLEANING ASSEMBLY,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,MISC.,COMCDHOTI,OLD DHOTI,PCS,2500.00,9750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,MISC.,COMCELFY,"ELFY , EPOXY, ARALDITE ETC.",PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,MISC.,TR10 INDUSTRIAL RTO ASSEMBLY,TR10 INDUSTRIAL RTO ASSEMBLY,PCS,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,MISC.,computer parts,COMPUTER PARTS,PCS,1.00,5294.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,FELT and PAD,COFP410X40X8,FELT 410X40X8 MM DENSITY 0.20 GM/CM3,KG,21.80,7174.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,FELT and PAD,COFP50X30X8,FELT 50X30X8 DENSITY 0.28GM/CM3,KG,4.60,4516.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,PIPE FITTING,COPPFMS PIPE FITTINGS,MS PIPE FITTINGS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,PIPE FITTING,COPPFPVC,"PVC, UPVC,PPR PIPES",M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,PIPE FITTING,PIPE & PIPE FITTINGS,PIPE & PIPE FITTINGS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,WIRE DRAWING COOLANT,COWDCCOOLANT AL FWD,COOLANT FOR ALUMINIUM FWD,L,2100.00,420000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,WIRE DRAWING COOLANT,COWDCCOOLANT COP FWD,COOLANT FOR COPPER FWD,L,735.00,165250.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,WIRE DRAWING COOLANT,COWDCCOOLANT COP RBD,COOLANT FOR COPPER RBD,L,1650.00,331292.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,ELECTRICAL,COELBULBS,BULBS ALL TYPES,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,ELECTRICAL,COELCONTACTORS & TIMERS & RELAYS,CONTACTORS & TIMERS & RELAYS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,ELECTRICAL,COELELECTRICAL-MISC,ELECTRICAL-MISC,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,ELECTRICAL,COELMOTORS & PUMPS,MOTORS & PUMPS & STARTERS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,ELECTRICAL,COELPRESS GAUGE/RPM METER/VALVES,PRESSURE GAUGE / RPM METER / VALVES ( ALL TYPES ),PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,BEARING - 3308,BEARING - 3308,PCS,10.00,37214.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,BEARING - 6001 2Z,BEARING - 6001 2Z,PCS,10.00,1122.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,BEARING - 6002 ZZ,BEARING - 6002 ZZ,PCS,10.00,1120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,BEARING - 6004 2Z,BEARING - 6004 2Z,PCS,10.00,1663.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,BEARING - 6006 2Z,BEARING - 6006 2Z,PCS,4.00,975.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,BEARING - 6009ZZ,BEARING - 6009ZZ,PCS,4.00,1120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,BEARING - 609ZZ,BEARING - 609ZZ,PCS,6.00,672.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,BEARING - 6306,BEARING - 6306,PCS,2.00,513.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,BEARING - 6900ZZ,BEARING - 6900ZZ,PCS,6.00,781.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,BEARING - 6982Z,BEARING - 6982Z,PCS,5.00,595.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,COBR6003ZZ,BEARING - 6003 ZZ,PCS,10.00,1253.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,COBR60152RS1,BEARING- 6015  2RS1,PCS,3.00,4353.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,COBR60162RS1,BEARING- 6016 2RS1,PCS,3.00,5328.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,COBR608Z,BEARING 608 Z,PCS,20.00,1795.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,COBR62002Z,BEARING 6200 2Z,PCS,4.00,457.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,COBR6201ZZ,BEARING 6201 ZZ,PCS,4.00,432.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,COBR62022Z,BEARING 6202 2Z,PCS,4.00,457.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,COBR6203,BEARING- 6203,PCS,4.00,567.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,COBR62052Z,BEARING- 6205- 2Z,PCS,9.00,2180.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,COBR62062Z,BEARING- 6206 2Z,PCS,9.00,2998.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,COBR625,BEARING -625,PCS,20.00,2060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,COBR6262Z,BEARING-626 2Z,PCS,20.00,2101.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,COBR63012Z,BEARING- 6301-2Z,PCS,12.00,1216.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,COBR63022Z,BEARING 6302 2Z,PCS,2.00,392.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,COBR6305,BEARING- 6305,PCS,2.00,438.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BEARING,COBR6307/C3,BEARING- 6307/C3,PCS,12.00,4174.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,POWER and FUEL,COPFHSD,HIGH SPEED DIESAL ( HSD ),L,12000.00,560571.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,TOOLS and EQUIPMENTS,COTEHAND TOOLS,"HAND TOOLS ( DRILL , TAP , DIE , TOOL BIT , FILE ETC. )",PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,TOOLS and EQUIPMENTS,COTEMICROMETER,MICROMETER,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,TOOLS and EQUIPMENTS,COTETHERMOMETER,THERMOMETER,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,TOOLS and EQUIPMENTS,Weighing Scale,WEIGHING SCALE,PCS,3.00,44250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BELT,COBLT20008MX36,BELT- HTD-2000-8MX 36,PCS,2.00,1819.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,BELT,COBLTA- 42,A- 42 V BELT,PCS,2.00,229.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,INSULATING MATERIAL,COIMCERAMIC EYELET,CERAMIC EYELET,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,PRINTING and STATIONERY,COPSMISC. STATIONERY ITEMS,MISC. STATIONERY ITEMS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,PRINTING and STATIONERY,COPSPRINTING ITEMS,PRINTING ITEMS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,PRINTING and STATIONERY,COPSWRITING BOARDS,WRITING BOARDS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,THINNER,COTHBASE COAT THINNER,BASE COAT THINNER,KG,445.00,50324.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,THINNER,COTHCLEANING THINNER,CLEANING THINNER,KG,710.00,85200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,THINNER,COTHLUBECKAN W-25,LUBECKAN W-25,L,1281.00,211867.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,THINNER,COTHREDUCER,"REDUCER ( MTO, BENZENE )",L,4735.00,443479.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,THINNER,COTHTOP COAT THINNER,TOP COAT THINNER,KG,360.00,81718.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,IRON PATTI,PMMSIRON PATTI,"IRON PATTI-1/2"" & NAILS",KG,101.10,6870.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,OIL SEAL and RINGS,COOR30X47X7X10,OIL SEAL  30X47X7X10,PCS,10.00,2400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,OIL SEAL and RINGS,COOR32X52X7X10,OIL SEAL  32X52X7X10,PCS,10.00,2800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,OIL SEAL and RINGS,COOR35X52X6/7,OIL SEAL  35X52X6/7 ( MAG ),PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,OIL SEAL and RINGS,COOR50X72X7-8,OIL SEAL  50X72X7-8 ( MAG ),PCS,10.00,3900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,OIL SEAL and RINGS,COORMISC. OIL SEALS,MISC. OIL SEALS,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,OIL SEAL and RINGS,OIL SEAL  18X32X8,OIL SEAL  18X32X8,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,OIL SEAL and RINGS,OIL SEAL  25X45X7,OIL SEAL  25X45X7,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,OIL SEAL and RINGS,OIL SEAL  40X50X6,OIL SEAL  40X50X6,PCS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,OIL SEAL and RINGS,OIL SEAL  40X72X7,OIL SEAL  40X72X7,PCS,8.00,320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,OIL SEAL and RINGS,OIL SEAL  60X90X8,OIL SEAL  60X90X8,PCS,8.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,WELDING MATERIAL,COWMWELDING ROD,WELDING ROD,PCS,4.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SPARE AND CONSUMABLE,STAFF WELFARE,TEA & COFFEE,TEA & COFFEE,KG,64.00,12160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,JWRMEN,JWEN,J/W WIRE ENAMEL,KG,404.00,52520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,ENAMEL,VAR-910 NYLON,VAR-910 NYLON,KG,80.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,ENAMEL,VAR-HIGH SPEED,VAR-HIGH SPEED,KG,271.00,271.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,SELF SOLDRABLE,RMENSESODFPH 240,FPH 240,KG,250.00,45750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,SELF SOLDRABLE,RMENSESODFPU A1 40,FPU A1 40,KG,345.00,58650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,SELF SOLDRABLE,RMENSESODFPU A1 50,FPU A1 50,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,SELF SOLDRABLE,RMENSs 1355-35,RMENSS 1355-35,KG,70.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,H CLASS,RMENH 543-38,TEREBEC MT 543-38,KG,625.00,119375.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,H CLASS,RMENH535,FEI 0535,KG,305.00,52460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,H CLASS,RMENH540,FEI 0540,KG,260.00,45500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,TOP COAT,RMENTCNH AI 1013,AI-BV1013,KG,560.00,143920.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,TOP COAT,RMENTCNH AI 20PA,NH AI 20PA,KG,275.00,63250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,TOP COAT,RMENTCNH AI 27 P,NH AI 27 P,KG,80.00,18400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,TOP COAT,RMENTCNH AI 27 S,NH AI 27 S,KG,255.00,68340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,TOP COAT,RMENTCNH AI 30 MLK,NH AI 30 MLK,KG,295.00,89090.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,POLYESTER,RMENPO227-35,227-35,KG,305.00,39955.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SHOP FLOOR,POLYESTER,RMENPOM/M,MILESTER M/M,KG,75.00,9825.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RAW MATERIAL - CU - CENTRAL,RAW MATERIAL,COPPER WIRE / ROD (CENTRAL),COPPER WIRE / ROD (CENTRAL),KG,141654.00,59952651.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RAW MATERIAL - CU - CENTRAL,COPPER WIRE / ROD,RMCOCO WIRE / ROD,COPPER WIRE / ROD,KG,104471.00,46117235.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RAW MATERIAL - CU - JW - INEL,CU (FG),CU0.9DCMEDPT-45,CU0.9DCMEDPT-45,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RAW MATERIAL - CU - JW - MANDEEP,CU (FG),CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - ORIENT,CU (FG),CU35.5FCMEDPT-10,CU35.5FCMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - ORIENT,CU (FG),CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - ORIENT,PROV,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - ORIENT,PROV,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - INEL,CU (FG),CU0.9DCMEDPT-45,CU0.9DCMEDPT-45,KG,1023.20,491136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CW - JW - AMELCO,CU (FG),COPPER WIRE (jOB WORK),COPPER WIRE (jOB WORK),KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CW - JW - AMELCO,CU (FG),CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CW - JW - AMELCO,Weekly WWMA PLUS 1,CU13BARE WIRE,CU13BARE WIRE,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CW - JW - MANDEEP,CU (FG),CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CW - JW - NOIDA ELEC. UNIT II,CU (FG),CU1.00 BARE WIRE(JW),CU1.00 BARE WIRE (JW),KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FG - SCRAP - CWW - JW - ORIENT,CU (FG),COPPER SCRAP,COPPER SCRAP,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FG - SCRAP - CWW - JW - INEL,CU (FG),COPPER SCRAP,COPPER SCRAP,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FG - SCRAP - AL,AL (FG),ALUMINIUM SCRAP ,ALUMINIUM SCRAP,KG,34.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FG - SCRAP - CCA,AL (FG),CCA SCRAP,CCA SCRAP,KG,156.00,156.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FG - SCRAP - CU,CU (FG),COPPER SCRAP,COPPER SCRAP,KG,534.00,186900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FG - SCRAP - CU,SCRAP,SCRAP,SCRAP,KG,453.00,453.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SCRAP - OTHERS,SCRAP,NAYARI MITTI,NAYARI MITTI,KG,3982.00,3982.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SCRAP - OTHERS,SCRAP,SCRAP - EMPTY DRUMS,SCRAP - EMPTY DRUMS,PCS,2531.00,2531.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SCRAP - OTHERS,SCRAP,SCRAP - WOODEN,SCRAP - WOODEN,KG,13944.00,13944.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SCRAP - OTHERS,SCRAP,SCRAP-OLD PLASTIC SPOOL,SCRAP-OLD PLASTIC SPOOL,KG,6210.00,6210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CW,CU (FG),CU0.15BAREPT-25,CU0.15BAREPT-25,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CW,CU (FG),CU1.40 BARE WIRE ,CU1.40 BARE WIRE,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CW,CU (FG),copper wire,COPPER WIRE,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CW,Weekly WWMA PLUS 1,CU13BARE WIRE,CU13BARE WIRE,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - AW,ALUMINIUM WIRE / ROD,RMALAL WIRE / ROD,ALUMINIUM WIRE / ROD,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - REWORK,CU (FG),CU35.5MPMEDPT-10,CU35.5MPMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - REWORK,PROV,CU32MPMEDPT-10,CU32MPMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - REWORK,PROV,CU35MPMEDPT-10,CU35MPMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FINISHED GOODS - CWW - JW - REWORK,PROV,CU36MPMEDPT-10,CU36MPMEDPT-10,KG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
