Custmer Name,Category Name,Item Desc.,Effective Date,Expiry Date,Base Price,Minimum Price,MRP Rate,MRP Price
RAVI FANS PRIVATE LIMITED,"Weekly WWMA+1%
",CU36MPMEDPT-10,29-06-2015,,56,56,0,486.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.5DCFINEPT-90,17-06-2015,30-06-2015,42,42,1.03,502.13
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.35MCFINEPT-90,17-06-2015,30-06-2015,60,60,1.03,520.13
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU28MPFINEPT-25,28-06-2015,,40,40,4.05,465.75
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU37*3SSMEDPT-10,28-06-2015,,155,155,3.91,566.81
Elin Electronics Ltd,Prov,CU43SSFINEPT-4,01-05-2015,31-05-2015,135,135,10,562
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU40SSMEDPT-4,28-06-2015,,94,94,4.1,524.54
GETMAG ENTERPRISES,"Weekly WWMA+1%
",CU36SSMEDPT-10,29-06-2015,,80,80,0,510.54
N.J.ELECTRONICS,"Weekly WWMA
",CU32SSMEDPT-10,29-06-2015,,72,72,4.05,497.75
DEWCON INDUSTRIES,"Weekly WWMA+1%
",CU0.132SSFINEPT-4,29-06-2015,,103,103,0,533.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.53MPMEDPT-90,28-06-2015,,56,56,1.03,508.3
Aristrocroft International Pvt Ltd,Prov,CU40SSMEDPT-10,01-04-2015,,104.5,104.5,417,521.5
Coils India Electronics Pvt Ltd,Prov,CU40SSMEDPT-10,01-04-2015,,104.5,104.5,417,521.5
Elin Electronics Ltd,Prov,CU40SSMEDPT-10,01-05-2015,31-05-2015,104.5,104.5,10,531.5
Sanden Vikas India Ltd,Prov,CU40SSMEDPT-10,01-04-2015,,104.5,104.5,417,521.5
Elin Electronics Ltd,Prov,CU0.09SSFINEPT-4,01-05-2015,31-05-2015,135,135,10,562
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU40SSFINEPT-4,28-06-2015,,113,113,4.1,543.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU40SSMEDPT-4,28-06-2015,,125,125,4.1,555.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU41SSMEDPT-4,28-06-2015,,111,111,4.1,541.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU42SSFINEPT-4,28-06-2015,,128,128,4.1,538.94
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU42SSMEDPT-4,28-06-2015,,122,122,4.1,552.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU44SSFINEPT-4,28-06-2015,,158,158,4.1,588.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU45SSFINEPT-4,28-06-2015,,173,173,4.1,603.54
G K WINDING WIRES LTD. - PUNE,Branch - Pune,CU0.87DCFINEPT-180,16-06-2015,30-06-2015,43.25,43.25,26.38,504.64
G K WINDING WIRES LTD. - PUNE,Branch - Pune,CU0.95DCMEDPT-180,16-06-2015,30-06-2015,43.5,43.5,26.38,504.89
G K WINDING WIRES LTD. - PUNE,Branch - Pune,CU2.24MCMEDPT-90,16-06-2015,30-06-2015,67.5,67.5,26.38,528.89
G K WINDING WIRES LTD. - PUNE,Branch - Pune,CU2DCMEDPT-90,16-06-2015,30-06-2015,47.5,47.5,26.38,508.89
G K WINDING WIRES LTD. - PUNE,Branch - Pune,CU30SSMEDPT-10,28-06-2015,,64,64,4.1,494.54
G K WINDING WIRES LTD. - PUNE,Branch - Pune,CU32*2SSMEDPT-10,28-06-2015,,152,152,4.1,582.54
G K WINDING WIRES LTD. - PUNE,Branch - Pune,CU33*3SSMEDPT-10,28-06-2015,,148,148,4.1,578.54
G K WINDING WIRES LTD. - PUNE,Branch - Pune,CU33SSMEDPT-10,28-06-2015,,66,66,4.1,496.54
G K WINDING WIRES LTD. - PUNE,Branch - Pune,CU36*3SSMEDPT-10,28-06-2015,,159,159,4.1,589.54
G K WINDING WIRES LTD. - PUNE,Branch - Pune,CU36*4SSMEDPT-10,28-06-2015,,154,154,4.1,584.54
G K WINDING WIRES LTD. - PUNE,Branch - Pune,CU36SSMEDPT-10,28-06-2015,,72,72,4.1,502.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL20MPMEDPT-25,14-06-2015,21-06-2015,128,128,0,283.62
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL21MPMEDPT-25,14-06-2015,21-06-2015,130,130,0,285.62
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL22DCMEDPT-25,14-06-2015,21-06-2015,105,105,0,260.62
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL22DCMEDPT-90,14-06-2015,21-06-2015,150,150,0,310.9
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL22MPMEDPT-25,14-06-2015,21-06-2015,132,132,0,287.62
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL24MPMEDPT-25,28-06-2015,,132,132,2.9,267.5
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL25MPMEDPT-25,28-06-2015,,119.25,119.25,2.9,254.75
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL26MPMEDPT-25,28-06-2015,,109,109,2.9,244.5
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL27MPMEDPT25,28-06-2015,,114,114,2.9,249.5
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL27MPMEDPT-25,28-06-2015,,108.5,108.5,2.9,244
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL28MPMEDPT-10,28-06-2015,,119,119,2.9,254.5
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL28MPMEDPT-25,28-06-2015,,108.5,108.5,2.9,244
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL29MPMEDPT-10,14-06-2015,21-06-2015,121,121,0,276.62
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL29MPMEDPT-25,28-06-2015,,111.5,111.5,2.9,247
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL30MPMEDPT-10,28-06-2015,,114.5,114.5,2.9,250
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL30MPMEDPT-25,28-06-2015,,119.25,119.25,2.9,254.75
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL31MPMEDPT-10,28-06-2015,,117.5,117.5,2.9,253
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL32MPMEDPT-10,28-06-2015,,120.5,120.5,2.9,256
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL33MPMEDPT-10,28-06-2015,,125.25,125.25,2.9,260.75
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,AL34MPMEDPT-10,28-06-2015,,160,160,2.9,295.5
HAVELLS INDIA LTD ( HARIDWAR),Prov,CU37SSNYLONMEDPT-10,16-06-2015,,430.19,430.19,104.58,534.77
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.11SSFINEPT-4,28-06-2015,,108,108,4.1,538.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.16SSFINEPT-10,28-06-2015,,90,90,4.1,520.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.27SSFINEPT-10,28-06-2015,,61,61,4.1,491.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.29MCFINEPT-25,28-06-2015,,90,90,4.1,520.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.363SSFINEPT-25,28-06-2015,,66,66,4.1,496.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.508SSMEDPT-25,28-06-2015,,50,50,4.05,475.75
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.53DCFINEPT-25,14-06-2015,21-06-2015,54,54,0,493.2
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.55DCFINEPT-45,14-06-2015,21-06-2015,48,48,0,514.66
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.55MCFINEPT-45,14-06-2015,21-06-2015,66,66,0,532.66
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.57MCFINEPT-45,14-06-2015,21-06-2015,65.5,65.5,0,532.16
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.58DCMEDPT-90,17-06-2015,30-06-2015,42,42,1.03,502.13
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.65DCFINEPT-45,14-06-2015,21-06-2015,48,48,0,514.66
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,,03-12-2014,,39.36,39.36,0,39.36
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.65DCMEDPT-90,17-06-2015,30-06-2015,29,29,1.03,489.13
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.65MCFINEPT-45,14-06-2015,21-06-2015,64,64,0,530.66
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.6DCFINEPT-45,14-06-2015,21-06-2015,48,48,0,514.66
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.6MCFINEPT-25,28-06-2015,,72,72,4.1,502.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.6MCFINEPT-45,14-06-2015,21-06-2015,65,65,0,531.66
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.72MPMEDPT-45,28-06-2015,,52,52,3.91,463.81
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.75DCMEDPT-45,28-06-2015,,42.9,42.9,4.05,468.65
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.85DCMEDPT-90,17-06-2015,30-06-2015,40,40,1.03,500.13
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.87MPMEDPT-90,28-06-2015,,42,42,4.05,467.75
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.8DCMEDPT-90,17-06-2015,30-06-2015,40,40,1.03,500.13
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.95DCMEDPT-90,17-06-2015,30-06-2015,39,39,1.03,499.13
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.9DCMEDPT-90,17-06-2015,30-06-2015,39,39,1.03,499.13
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU16MPMEDM-266,28-06-2015,,39,39,4.1,469.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU18MPMEDM-266,28-06-2015,,39,39,4.1,469.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU1DCMEDPT-90,17-06-2015,30-06-2015,39,39,1.03,499.13
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU21MPMEDPT-25,28-06-2015,,40,40,4.1,470.54
Marathan Motor (India) Pvt Ltd,"Balco Circular
",AL33MPMEDPT-10,03-04-2015,,125.25,125.25,125.25,270.4
Micro Instrument Co (Unit -II),"Balco Circular
",AL29MPMEDPT-25,06-04-2015,,145.15,145.15,12.3,297.45
Micro Instrument Co (Unit -II),"Balco Circular
",AL30MPMEDPT-25,06-04-2015,,145.15,145.15,12.3,299.45
Micro Instrument Co (Unit -II),"Balco Circular
",AL31MPMEDPT-10,06-04-2015,,145.15,145.15,12.3,301.45
Micro Instrument Co (Unit -II),"Balco Circular
",AL32MPMEDPT-10,06-04-2015,,145.15,145.15,12.3,313.45
Micro Instrument Co (Unit -II),"Balco Circular
",AL33MPMEDPT-10,06-04-2015,,145.15,145.15,12.3,315.45
Micro Instrument Co (Unit -II),"Balco Circular
",AL34MPMEDPT-10,06-04-2015,,145.15,145.15,12.3,317.45
Micro Instrument Co (Unit -II),"Weekly WWMA+1%
",CU33FCMEDPT-10,06-04-2015,,66.3,66.3,12.3,518.56
Micro Instrument Co (Unit -II),"Weekly WWMA+1%
",CU36FCMEDPT-10,06-04-2015,,51.99,51.99,18.31,504.25
Micro Instrument Co (Unit -II),"Weekly WWMA+1%
",CU37FCMEDPT-10,06-04-2015,,75.3,75.3,12.3,527.56
Micro Instrument Co (Unit -II),"Weekly WWMA+1%
",CU38FCMEDPT-10,06-04-2015,,83.3,83.3,12.3,535.56
Micro Instrument Co (Unit -II),"Weekly WWMA+1%
",CU36SSMEDPT-10,06-04-2015,,84.3,84.3,12.3,536.56
Micro Instrument Co (Unit -II),"Weekly WWMA+1%
",CU37SSMEDPT-10,06-04-2015,,89.3,89.3,12.3,541.56
Micro Instrument Co (Unit -II),"Weekly WWMA+1%
",CU38SSMEDPT-10,06-04-2015,,91.3,91.3,12.3,543.56
Micro Instrument Co (Unit -II),"Weekly WWMA+1%
",CU40SSMEDPT-4,06-04-2015,,106.3,106.3,12.3,558.56
Nrjee System U-II,"Weekly WWMA+1%
",CU27SSFINEPT-10,29-06-2015,,67,67,0,497.54
Elgi Ultra Industries Ltd-11E026,"Monthly Aluminium
",AL0.54MPMEDPT-60,17-06-2015,,132,132,0.04,296.03
Elgi Ultra Industries Ltd-11E026,"Monthly Aluminium
",AL0.47MPMEDPT-60,17-06-2015,,135,135,0.04,299.03
Orient Electric(ADivOfOrientPaper&InduLtd),Job Work,CU0.71SSMEDPT-25,07-04-2015,,30,30,441.29,471.29
Elin Electronics Ltd,Prov,CU40SSMEDPT-4,01-05-2015,31-05-2015,104.5,104.5,10,531.5
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.67MPMEDPT-90,28-06-2015,,52,52,1.03,504.3
GETMAG ENTERPRISES,"Weekly WWMA+1%
",CU0.22SSMEDPT-10,29-06-2015,,80,80,0,512.59
Orient Electric(ADivOfOrientPaper&InduLtd),Job Work,COPPER SCRAP,10-04-2015,,1,1,0,1
N.J.ELECTRONICS,"Weekly WWMA
",CU30SSMEDPT-10,29-06-2015,,70,70,4.05,495.75
N.J.ELECTRONICS,"Weekly WWMA
",CU41SSFINEPT-4,29-06-2015,,112,112,4.05,537.75
Nortex Marketing,"Weekly WWMA+1%
",CU38FCMEDPT-10,29-06-2015,,90,90,0,520.54
Denso Haryana Pvt Ltd ( J ),"Denso
",,03-04-2015,,,,,
ANU INDUSTRIES LTD (UDYOG VIHAR),"Weekly WWMA+1%
",CU0.363SSFINEPT-25,03-04-2015,,56,56,56,508.26
ANU INDUSTRIES LTD (UDYOG VIHAR),"Weekly WWMA+1%
",CU23.5DCMEDPT-25,03-04-2015,,46,46,46,498.26
ANU INDUSTRIES LTD (UDYOG VIHAR),"Weekly WWMA+1%
",CU26MPMEDPT-25,03-04-2015,,41,41,41,493.26
ANU INDUSTRIES LTD (UDYOG VIHAR),"Weekly WWMA+1%
",CU0.11SSFINEPT-4,03-04-2015,,108,108,108,560.26
ANU INDUSTRIES LTD (UDYOG VIHAR),"Weekly WWMA+1%
",CU0.27SSFINEPT-10,03-04-2015,,61,61,61,513.26
ANU INDUSTRIES LTD (UDYOG VIHAR),"Weekly WWMA+1%
",CU0.29MCFINEPT-25,03-04-2015,,90,90,90,542.26
ANU INDUSTRIES LTD (UDYOG VIHAR),"Weekly WWMA+1%
",CU23SSFINEPT-25,03-04-2015,,47,47,47,499.26
ANU INDUSTRIES LTD (UDYOG VIHAR),"Weekly WWMA+1%
",CU33DCMEDPT-10,03-04-2015,,71,71,71,523.26
ANU INDUSTRIES LTD (UDYOG VIHAR),"Weekly WWMA+1%
",CU25SSFINEPT-25,03-04-2015,,49,49,49,501.26
ANU INDUSTRIES LTD (UDYOG VIHAR),"Weekly WWMA+1%
",CU40SSFINEPT-4,03-04-2015,,98,98,98,550.26
ANU INDUSTRIES LTD (UDYOG VIHAR),"Weekly WWMA+1%
",CU42SSFINEPT-4,03-04-2015,,118,118,118,570.26
ANU INDUSTRIES LTD (UDYOG VIHAR),"Weekly WWMA+1%
",CU0.6MCFINEPT-25,03-04-2015,,72,72,72,524.26
ANU INDUSTRIES LTD (UDYOG VIHAR),"Weekly WWMA+1%
",CU0.16SSFINEPT-10,03-04-2015,,90,90,90,542.26
Micro Instrument Co. (U No I),"Balco Circular
",AL29MPMEDPT-25,06-04-2015,,140,140,6.01,285.15
Micro Instrument Co. (U No I),"Balco Circular
",AL30MPMEDPT-25,06-04-2015,,142,142,6.01,287.15
Micro Instrument Co. (U No I),"Balco Circular
",AL31MPMEDPT-10,06-04-2015,,144,144,6.01,289.15
Micro Instrument Co. (U No I),"Balco Circular
",AL32MPMEDPT-10,06-04-2015,,145.15,145.15,6.01,301.15
Micro Instrument Co. (U No I),"Balco Circular
",AL33MPMEDPT-10,06-04-2015,,145.15,145.15,6.01,303.15
Micro Instrument Co. (U No I),"Balco Circular
",AL34MPMEDPT-10,06-04-2015,,145.15,145.15,6.01,305.15
Micro Instrument Co. (U No I),"Weekly WWMA+1%
",CU33FCMEDPT-10,06-04-2015,,54,54,6.01,506.26
Micro Instrument Co. (U No I),"Weekly WWMA+1%
",CU36FCMEDPT-10,06-04-2015,,58,58,6.01,510.26
Micro Instrument Co. (U No I),"Weekly WWMA+1%
",CU37FCMEDPT-10,06-04-2015,,63,63,6.01,515.26
Micro Instrument Co. (U No I),"Weekly WWMA+1%
",CU38FCMEDPT-10,06-04-2015,,71,71,6.01,523.26
Micro Instrument Co. (U No I),"Weekly WWMA+1%
",CU36SSMEDPT-10,06-04-2015,,72,72,6.01,524.26
Micro Instrument Co. (U No I),"Weekly WWMA+1%
",CU37SSMEDPT-10,06-04-2015,,77,77,6.01,529.26
Micro Instrument Co. (U No I),"Weekly WWMA+1%
",CU38SSMEDPT-10,06-04-2015,,72.99,72.99,6.01,525.25
Micro Instrument Co. (U No I),"Weekly WWMA+1%
",CU40SSMEDPT-4,06-04-2015,,94,94,6.01,546.26
VICTOR COMPONENT SYSTEMS (P) LTD. Delhi,"Weekly WWMA
",CU0.07SSFINEPT-4,29-06-2015,,165,165,4.05,590.75
VICTOR COMPONENT SYSTEMS (P) LTD. Delhi,"Weekly WWMA
",CU0.18SSFINEPT-10,29-06-2015,,80,80,4.05,505.75
VICTOR COMPONENT SYSTEMS (P) LTD. Delhi,"Weekly WWMA
",CU2.3DCMEDM-266,29-06-2015,,58,58,4.05,483.75
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU0.18SSFINEPT-10,29-06-2015,,80,80,4.05,505.75
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU0.07SSFINEPT-4,29-06-2015,,165,165,4.05,590.75
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU2.3DCMEDM-266,29-06-2015,,58,58,4.05,483.75
Micro Instrument Co (Unit -II),"Weekly WWMA+1%
",CU34FCMEDPT-10,06-04-2015,,48.99,48.99,48.99,501.25
Subros Limited,"Monthly WWMA
",CU0.63DCFINEPT-25,08-06-2015,,48,48,0,514.98
DEWCON INDUSTRIES,"Weekly WWMA+1%
",CU0.19SSMEDPT-10,29-06-2015,,78,78,0,508.54
G K WINDING WIRES LTD. - PUNE,Branch - Pune,CU0.56DCSBMEDPT-25,16-06-2015,30-06-2015,125,125,26.38,586.39
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU31FCMEDPT-10,14-06-2015,21-06-2015,52,52,0,503.23
Elgi Ultra Industries Ltd-11E026,"Monthly Aluminium
",AL0.54MPMEDPT-90,17-06-2015,,132,132,0.04,296.03
G K WINDING WIRES LTD. - PUNE,Branch - Pune,CU30MPMEDPT-10,14-06-2015,21-06-2015,54,54,0,495.05
DixonTechnologies (India) P.Ltd.(DUNIII),"Weekly WWMA
",CU0.22SSFINEPT-10,29-06-2015,,70,70,4.05,495.75
G K WINDING WIRES LTD. - PUNE,Branch - Pune,CU33MPMEDPT-10,14-06-2015,21-06-2015,56,56,0,497.05
G K WINDING WIRES LTD. - PUNE,Branch - Pune,CU36MPMEDPT-10,14-06-2015,21-06-2015,62,62,0,505.07
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU38SSFINEPT-10,28-06-2015,,79,79,4.1,509.54
N.J.ELECTRONICS,"Weekly WWMA
",CU0.17SSMEDPT-10,29-06-2015,,85,85,4.05,510.75
GOURAV ROSHNI LIMITED,Prov,CU35MPFINEPT-10,28-06-2015,,51,51,31.37,463.9
DixonTechnologies (India) P.Ltd.(DUNIII),"Weekly WWMA
",cu0.15*4SSFinePT10,29-06-2015,,163,163,4.05,588.75
DixonTechnologies (India) P.Ltd.(DUNIII),"Weekly WWMA
",CU0.140*4 SSFINEPT10,29-06-2015,,159,159,4.05,584.75
DixonTechnologies (India) P.Ltd.(DUNIII),"Weekly WWMA
",CU0.15*3SSFINEPT-10,29-06-2015,,175,175,4.05,600.75
DixonTechnologies (India) P.Ltd.(DUNIII),"Weekly WWMA
",CU0.1*4SSFINEPT-10,29-06-2015,,253,253,4.05,678.75
DixonTechnologies (India) P.Ltd.(DUNIII),"Weekly WWMA
",CU0.27SSFINEPT-10,29-06-2015,,65,65,4.05,490.75
DixonTechnologies (India) P.Ltd.(DUNIII),"Weekly WWMA
",CU0.1SSFINEPT-4,29-06-2015,,123,123,4.05,548.75
DixonTechnologies (India) P.Ltd.(DUNIII),"Weekly WWMA
",CU0.11SSFINEPT-4,29-06-2015,,113,113,4.05,538.75
DixonTechnologies (India) P.Ltd.(DUNIII),"Weekly WWMA
",CU0.16SSFINEPT-10,29-06-2015,,89,89,4.05,514.75
DixonTechnologies (India) P.Ltd.(DUNIII),"Weekly WWMA
",CU0.15SSFINEPT-10,29-06-2015,,89,89,4.05,514.75
DixonTechnologies (India) P.Ltd.(DUNIII),"Weekly WWMA
",CU0.2SSFINEPT-10,29-06-2015,,74,74,4.05,499.75
DixonTechnologies (India) P.Ltd.(DUNIII),"Weekly WWMA
",CU0.23SSFINEPT-10,29-06-2015,,68,68,4.05,493.75
Orient Electric(ADivOfOrientPaper&InduLtd),Job Work,CU32SSMEDPT-10,24-04-2015,,496.62,496.62,0,496.62
DIXON TECHNOLOGOES(IND)P.LTD.GEN,"Weekly WWMA
",CU0.22SSFINEPT-10,29-06-2015,,70,70,4.05,495.75
Quality Industries,"Weekly WWMA
",CU35.5MPFINEPT-10,29-06-2015,,44,44,4.05,469.75
Nrjee System U-II,"Weekly WWMA+1%
",CU0.17SSMEDPT-10,29-06-2015,,85,85,0,515.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,AL28MPMEDPT-10,14-06-2015,21-06-2015,116,116,0,263.9
G K WINDING WIRES LTD. - DELHI,Branch - Del,AL28MPMEDPT-25,14-06-2015,21-06-2015,118,118,0,265.9
G K WINDING WIRES LTD. - DELHI,Branch - Del,AL29MPMEDPT-10,14-06-2015,21-06-2015,118,118,0,258.65
G K WINDING WIRES LTD. - DELHI,Branch - Del,AL29MPMEDPT-25,14-06-2015,21-06-2015,118,118,0,265.9
G K WINDING WIRES LTD. - DELHI,Branch - Del,AL30MPMEDPT-25,14-06-2015,21-06-2015,120,120,0,267.9
G K WINDING WIRES LTD. - DELHI,Branch - Del,AL30MPMEDPT-10,14-06-2015,21-06-2015,120,120,0,267.9
G K WINDING WIRES LTD. - DELHI,Branch - Del,AL31MPMEDPT-10,14-06-2015,21-06-2015,122,122,0,269.9
G K WINDING WIRES LTD. - DELHI,Branch - Del,AL33MPMEDPT-10,14-06-2015,21-06-2015,130,130,0,277.9
ONKAR ENGINE & GEN (P) LTD,Prov,CU33MPFINEPT-10,29-06-2015,,44,44,3.86,451.18
Subros Limited,"Monthly WWMA
",CU31SSMEDPT-10,01-06-2015,30-06-2015,61,61,26.75,546.69
Dongyang Machatronics India (P) Ltd,"Monthly WWMA
",CU31SSMEDPT-10,01-06-2015,30-06-2015,61,61,26.75,527.98
NTL ElECTRONICS INDIA LTD.,"Monthly WWMA
",CU31SSMEDPT-10,01-06-2015,30-06-2015,58,58,26.75,543.69
Subros Ltd ( U No. -2 ),"Monthly WWMA
",CU31SSMEDPT-10,01-06-2015,30-06-2015,61,61,26.75,527.98
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU0.363HSSFINEPT-25,28-06-2015,,66,66,4.1,496.54
Nrjee System U-II,"Weekly WWMA+1%
",CU37*3SSMEDPT-10,29-06-2015,,160,160,0,590.54
Nrjee System U-II,"Weekly WWMA+1%
",CU31SSMEDPT-10,29-06-2015,,71,71,0,501.54
ONKAR ENGINE & GEN (P) LTD,Prov,CU37MPFINEPT-10,29-06-2015,,51,51,3.86,458.18
ONKAR ENGINE & GEN (P) LTD,Prov,CU30MPFINEPT-10,29-06-2015,,44,44,3.86,451.18
ONKAR ENGINE & GEN (P) LTD,Prov,CU29MPFINEPT25,29-06-2015,,42,42,3.86,449.18
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU24MPMEDPT-25,28-06-2015,,43,43,4.1,473.54
Mansfield Cable Co.,"Weekly WWMA
",CU0.3MPMEDPT-25,29-06-2015,,50,50,4.05,475.75
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU22MPMEDM-266,28-06-2015,,40,40,4.1,470.54
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU17MPMEDM-266,28-06-2015,,39,39,4.1,469.54
N.J.ELECTRONICS,"Weekly WWMA
",CU0.1SSFINEPT-4,29-06-2015,,120,120,4.05,545.75
G K WINDING WIRES LTD. - FARIDABAD,Branch - Fbd,CU18.5MPMEDM-266,28-06-2015,,39,39,4.1,469.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU22.5HCMEDPT-25,28-06-2015,,44.5,44.5,4.1,475.04
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU1.1HCMEDM-266,28-06-2015,,41,41,4.1,471.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU16MPMEDM-266,28-06-2015,,35,35,4.1,465.54
N.J.ELECTRONICS,"Weekly WWMA
",CU0.18SSMEDPT-10,29-06-2015,,85,85,4.05,510.75
M.K ELECTRONICS,"Weekly WWMA+1%
",CU0.18SSFINEPT-10,29-06-2015,,86,86,0,516.54
SYNFLEX-ELEKTRO P LTD.,"Weekly WWMA+1%
",CU41SSFINEPT-4,29-06-2015,,115,115,0,545.54
N.J.ELECTRONICS,"Weekly WWMA
",CU0.2SSFINEPT-10,29-06-2015,,80,80,4.05,505.75
VICTOR COMPONENT SYSTEMS P LTD. Noida,"Weekly WWMA
",CU0.18SSMEDPT-10,29-06-2015,,80,80,4.05,505.75
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU25MPFINEPT-25,28-06-2015,,39.5,39.5,4.05,465.25
APEX ELECTRONICS (UNIT -2),"Weekly WWMA+1%
",CU36SSMEDPT-10,29-06-2015,,75,75,0,505.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU0.23SSMEDPT-10,28-06-2015,,72,72,4.1,502.54
M.K ELECTRONICS,"Weekly WWMA+1%
",CU42SSFINEPT-4,29-06-2015,,120,120,0,550.54
M.K ELECTRONICS,"Weekly WWMA+1%
",CU36SSMEDPT-10,29-06-2015,,78,78,0,508.54
G K WINDING WIRES LTD. - PUNE,Branch - Pune,CU34SSMEDPT-10,28-06-2015,,68,68,4.1,498.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU22.25MPMEDM-266,28-06-2015,,30,30,4.1,460.54
G K WINDING WIRES LTD. - DELHI,Branch - Del,CU18.25MPMEDM-266,28-06-2015,,28,28,4.1,458.54
Kalingia Illumination Pvt Ltd,"Weekly WWMA+1%
",CU22.25MPMEDM-266,09-06-2015,,30,30,450.36,480.36
