Category Name,Customer Name,Item Desc.,Item UOM,Base Price,Minimum Price,MRP Rate,MRP Price,Effective Date,Expiry Date
,,AL25DCMEDPT-25,KILOGRAM,170.00,170.00,0.00,355.65,29-06-2015,
,,CU0.23SSFINEPT-10,KILOGRAM,75.00,75.00,0.00,505.54,29-06-2015,
,,CU0.22SSFINEPT-10,KILOGRAM,76.00,76.00,0.00,506.54,29-06-2015,
,,CU38SSFINEPT-4,KILOGRAM,94.00,94.00,0.00,524.54,29-06-2015,
,,CU0.12SSFINEPT-10,KILOGRAM,108.00,108.00,0.00,538.54,29-06-2015,
,,CU0.11SSFINEPT-4,KILOGRAM,108.00,108.00,0.00,538.54,29-06-2015,
,,CU31DCMEDPT-25,KILOGRAM,66.00,66.00,0.00,496.54,29-06-2015,
,,CU27MPMEDPT-25,KILOGRAM,46.00,46.00,0.00,476.54,29-06-2015,
,,CU42.5SSFINEPT-4,KILOGRAM,128.00,128.00,0.00,558.54,29-06-2015,
,,CU24MPMEDPT-25,KILOGRAM,44.00,44.00,0.00,474.54,29-06-2015,
,,CU38*4SSMEDPT-10,KILOGRAM,168.00,168.00,0.00,598.54,29-06-2015,
,,CU25MPMEDPT-25,KILOGRAM,44.00,44.00,0.00,474.54,29-06-2015,
,,CU26MPMEDPT-25,KILOGRAM,45.00,45.00,0.00,475.54,29-06-2015,
,,CU28MPMEDPT-25,KILOGRAM,47.00,47.00,0.00,477.54,29-06-2015,
,,CU29DCMEDPT-25,KILOGRAM,64.00,64.00,0.00,494.54,29-06-2015,
,,CU30DCMEDPT-25,KILOGRAM,65.00,65.00,0.00,495.54,29-06-2015,
,,CU32DCMEDPT-25,KILOGRAM,67.00,67.00,0.00,497.54,29-06-2015,
,,CU30SSMEDPT-10,KILOGRAM,70.00,70.00,0.00,500.54,29-06-2015,
,,CU32SSMEDPT-10,KILOGRAM,72.00,72.00,0.00,502.54,29-06-2015,
,,CU33SSMEDPT-10,KILOGRAM,73.00,73.00,0.00,503.54,29-06-2015,
,,CU34SSMEDPT-10,KILOGRAM,75.00,75.00,0.00,505.54,29-06-2015,
,,CU35SSMEDPT-10,KILOGRAM,77.00,77.00,0.00,507.54,29-06-2015,
,,CU36SSMEDPT-10,KILOGRAM,80.00,80.00,0.00,510.54,29-06-2015,
,,CU37SSMEDPT-10,KILOGRAM,85.00,85.00,0.00,515.54,29-06-2015,
,,CU38SSMEDPT-10,KILOGRAM,88.00,88.00,0.00,518.54,29-06-2015,
,,CU40SSMEDPT-4,KILOGRAM,110.00,110.00,0.00,540.54,29-06-2015,
,,CU42SSFINEPT-4,KILOGRAM,120.00,120.00,0.00,550.54,29-06-2015,
,,CU41SSMEDPT-4,KILOGRAM,125.00,125.00,0.00,555.54,29-06-2015,
,,CU45SSFINEPT-4,KILOGRAM,173.00,173.00,0.00,603.54,29-06-2015,
,,CU35*2SSMEDPT-10,KILOGRAM,175.00,175.00,0.00,605.54,29-06-2015,
,,CU20MPMEDPT-25,KILOGRAM,44.00,44.00,0.00,474.54,29-06-2015,
,,CU30SSMEDPT-10,KILOGRAM,74.00,74.00,0.00,504.54,29-06-2015,
,,CU31SSMEDPT-10,KILOGRAM,75.00,75.00,0.00,505.54,29-06-2015,
,,CU32SSMEDPT-10,KILOGRAM,76.00,76.00,0.00,506.54,29-06-2015,
,,CU34SSMEDPT-10,KILOGRAM,78.00,78.00,0.00,508.54,29-06-2015,
,,CU36SSMEDPT-10,KILOGRAM,83.00,83.00,0.00,513.54,29-06-2015,
,,CU37SSMEDPT-10,KILOGRAM,85.00,85.00,0.00,515.54,29-06-2015,
,,CU38SSMEDPT-10,KILOGRAM,88.00,88.00,0.00,518.54,29-06-2015,
,,CU39SSMEDPT-4,KILOGRAM,98.00,98.00,0.00,528.54,29-06-2015,
,,CU40SSMEDPT-4,KILOGRAM,108.00,108.00,0.00,538.54,29-06-2015,
,,CU30SSMEDPT-10,KILOGRAM,65.50,65.50,0.00,496.04,29-06-2015,
,,CU31SSMEDPT-10,KILOGRAM,66.50,66.50,0.00,497.04,29-06-2015,
,,CU32SSMEDPT-10,KILOGRAM,67.50,67.50,0.00,498.04,29-06-2015,
,,CU33SSMEDPT-10,KILOGRAM,69.50,69.50,0.00,500.04,29-06-2015,
,,CU34SSMEDPT-10,KILOGRAM,70.50,70.50,0.00,501.04,29-06-2015,
,,CU35SSMEDPT-10,KILOGRAM,72.50,72.50,0.00,503.04,29-06-2015,
,,CU36SSMEDPT-10,KILOGRAM,76.50,76.50,0.00,507.04,29-06-2015,
,,CU37SSMEDPT-10,KILOGRAM,83.50,83.50,0.00,514.04,29-06-2015,
,,CU38SSMEDPT-10,KILOGRAM,90.50,90.50,0.00,521.04,29-06-2015,
,,CU39SSMEDPT-4,KILOGRAM,96.50,96.50,0.00,527.04,29-06-2015,
,,CU40SSMEDPT-4,KILOGRAM,101.50,101.50,0.00,532.04,29-06-2015,
,,CU41SSMEDPT-4,KILOGRAM,111.50,111.50,0.00,542.04,29-06-2015,
,,CU42SSMEDPT-4,KILOGRAM,116.50,116.50,0.00,547.04,29-06-2015,
,,CU27SSFINEPT-25,KILOGRAM,68.00,68.00,0.00,498.54,29-06-2015,
,,AL18.5MPMEDPT-25,KILOGRAM,85.00,85.00,0.00,196.27,29-06-2015,
,,AL19MPMEDPT-25,KILOGRAM,85.00,85.00,0.00,196.27,29-06-2015,
,,AL22MPMEDPT-25,KILOGRAM,88.00,88.00,0.00,199.27,29-06-2015,
,,CU24MPMEDPT-25,KILOGRAM,40.00,40.00,0.00,470.54,29-06-2015,
,,CU25MPMEDPT-25,KILOGRAM,40.00,40.00,0.00,470.54,29-06-2015,
,,CU26MPMEDPT-25,KILOGRAM,41.00,41.00,0.00,471.54,29-06-2015,
,,CU29DCMEDPT-25,KILOGRAM,60.00,60.00,0.00,490.54,29-06-2015,
,,CU30DCMEDPT-10,KILOGRAM,61.00,61.00,0.00,491.54,29-06-2015,
,,CU31DCMEDPT-10,KILOGRAM,62.00,62.00,0.00,492.54,29-06-2015,
,,CU37SSFINEPT-10,KILOGRAM,87.00,87.00,0.00,517.54,29-06-2015,
,,CU42SSFINEPT-4,KILOGRAM,128.00,128.00,0.00,558.54,29-06-2015,
,,CU30SSMEDPT-10,KILOGRAM,70.00,70.00,0.00,500.54,29-06-2015,
,,CU32SSMEDPT-10,KILOGRAM,72.00,72.00,0.00,502.54,29-06-2015,
,,CU33SSMEDPT-10,KILOGRAM,73.00,73.00,0.00,503.54,29-06-2015,
,,CU34SSMEDPT-10,KILOGRAM,75.00,75.00,0.00,505.54,29-06-2015,
,,CU35SSMEDPT-10,KILOGRAM,77.00,77.00,0.00,507.54,29-06-2015,
,,CU36SSMEDPT-10,KILOGRAM,80.00,80.00,0.00,510.54,29-06-2015,
,,CU37SSMEDPT-10,KILOGRAM,85.00,85.00,0.00,515.54,29-06-2015,
,,CU38SSMEDPT-4,KILOGRAM,88.00,88.00,0.00,518.54,29-06-2015,
,,CU40SSMEDPT-4,KILOGRAM,110.00,110.00,0.00,540.54,29-06-2015,
,,CU42SSFINEPT-4,KILOGRAM,120.00,120.00,0.00,550.54,29-06-2015,
,,CU33SSMEDPT-10,KILOGRAM,74.00,74.00,0.00,504.54,29-06-2015,
,,CU36*4SSMEDPT-10,KILOGRAM,158.00,158.00,0.00,588.54,29-06-2015,
,,CU36MPMEDPT-10,KILOGRAM,56.00,56.00,0.00,486.54,29-06-2015,
,,CU30DCMEDPT-10,KILOGRAM,57.00,57.00,0.00,487.54,29-06-2015,
,,CU32DCMEDPT-25,KILOGRAM,61.00,61.00,0.00,491.54,29-06-2015,
,,CU45SSMEDPT-4,KILOGRAM,173.00,173.00,0.00,603.54,29-06-2015,
,,CU14HCMEDM-266,KILOGRAM,40.00,40.00,0.00,470.54,29-06-2015,
,,CU15HCMEDM-266,KILOGRAM,40.00,40.00,0.00,470.54,29-06-2015,
,,CU16HCMEDM-266,KILOGRAM,40.00,40.00,0.00,470.54,29-06-2015,
,,CU17HCMEDM-266,KILOGRAM,40.00,40.00,0.00,470.54,29-06-2015,
,,CU18HCMEDM-266,KILOGRAM,40.00,40.00,0.00,470.54,29-06-2015,
,,CU19HCMEDM-266,KILOGRAM,40.00,40.00,0.00,470.54,29-06-2015,
,,CU20HCMEDPT-25,KILOGRAM,40.00,40.00,0.00,470.54,29-06-2015,
,,CU21HCMEDPT-25,KILOGRAM,40.00,40.00,0.00,470.54,29-06-2015,
,,CU22HCMEDPT-25,KILOGRAM,40.00,40.00,0.00,470.54,29-06-2015,
,,CU23HCMEDPT-25,KILOGRAM,40.00,40.00,0.00,470.54,29-06-2015,
,,CU24HCMEDPT-25,KILOGRAM,40.00,40.00,0.00,470.54,29-06-2015,
,,CU24DCMEDPT-25,KILOGRAM,55.00,55.00,0.00,485.54,29-06-2015,
