,Invoice Id,Invoice Date,Item Description,Currency,Customer,Qty,Unit,Gross,Discount,EXCISE ON SALES - 12.50%,EXCISE ON SALES - 14.50%,OUTPUT VAT PAYABLE  @ 4%,OUTPUT VAT PAYABLE ADDITIONAL @ 1%,CENTRAL SALES TAX PAYABLE - 2% EOU,CENTRAL SALES TAX PAYABLE - 2.00%,CENTRAL SALES TAX PAYABLE - 5%,,Net Amount
,,,CU0.22SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),291.850,KG,149803.686,0.000,18725.000,0.000,0.000,0.000,0.000,3371.000,0.000,0.000,171899.686
,SI000273,13-04-2015,CU36SSNYLONMEDPT-10,INR,HAVELLS INDIA LTD ( HARIDWAR),547.785,KG,271421.990,0.000,33928.000,0.000,0.000,0.000,0.000,6107.000,0.000,0.000,311456.990
,,,CU37SSMEDPT-10,INR,HAVELLS INDIA LTD ( HARIDWAR),573.585,KG,275601.857,0.000,34450.000,0.000,0.000,0.000,0.000,6201.000,0.000,0.000,316252.857
,SI000274,13-04-2015,CU1.00 BARE WIRE (JW),INR,NOIDA ELECTRONICS,2969.000,KG,25830.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25830.300
,SI000275,13-04-2015,AL16.5MPMEDM-266,INR,LUMINOUS POWER TECHNOLOGIES P LTD. ,796.415,KG,179989.790,0.000,22499.000,0.000,0.000,0.000,0.000,4050.000,0.000,0.000,206538.790
,,,AL21.5MPMEDPT-25,INR,LUMINOUS POWER TECHNOLOGIES P LTD. ,430.200,KG,98515.800,0.000,12314.000,0.000,0.000,0.000,0.000,2217.000,0.000,0.000,113046.800
,,,AL21MPMEDPT-25,INR,LUMINOUS POWER TECHNOLOGIES P LTD. ,61.560,KG,14035.680,0.000,1754.000,0.000,0.000,0.000,0.000,316.000,0.000,0.000,16105.680
,SI000276,13-04-2015,CU0.55MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,1472.625,KG,732483.675,0.000,91560.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,824043.675
,,,CU0.6DCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,462.170,KG,221564.298,0.000,27696.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,249260.298
,,,CU0.72MPMEDPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,519.410,KG,248688.314,0.000,31086.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,279774.314
,SI000277,14-04-2015,CU35.5MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,1072.535,KG,33784.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33784.852
,,,CU35MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,540.570,KG,17027.955,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17027.955
,,,CU36MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,1433.895,KG,45167.692,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45167.692
,SI000278,14-04-2015,COPPER SCRAP,INR,Orient Electricals(ADivOfOrientPaper&InduLt,107.000,KG,107.000,107.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,SI000279,14-04-2015,CU26MPFINEPT-25,INR,G K WINDING WIRES LTD. - DELHI,335.215,KG,160487.533,0.000,20061.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,180548.533
,,,CU28MPFINEPT-25,INR,G K WINDING WIRES LTD. - DELHI,73.310,KG,35134.551,0.000,4392.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39526.551
,,,CU32MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,359.275,KG,177122.575,0.000,22140.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,199262.575
,,,CU34MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,494.445,KG,244750.275,0.000,30594.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,275344.275
,SI000280,14-04-2015,CU0.22SSMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,400.065,KG,208113.813,0.000,26014.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,234127.813
,,,CU26MPFINEPT-25,INR,G K WINDING WIRES LTD. - DELHI,330.955,KG,158448.016,0.000,19806.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,178254.016
,,,CU30MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,516.630,KG,254181.960,0.000,31773.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,285954.960
,SI000281,14-04-2015,CU34SSMEDPT-10,INR,GSP Electronics Pvt Ltd,133.065,KG,68422.023,0.000,8553.000,0.000,3079.000,770.000,0.000,0.000,0.000,0.000,80824.023
,SI000283,14-04-2015,CU0.55DCMEDPT-90,INR,L G Electronics India (P) Ltd,1461.110,KG,705131.686,0.000,88141.000,0.000,31731.000,7933.000,0.000,0.000,0.000,0.000,832936.686
,SI000284,14-04-2015,SCRAP - EMPTY DRUMS,INR,Subham Machines (P) LTD.,70.000,PCS,14700.000,0.000,1838.000,0.000,662.000,165.000,0.000,0.000,0.000,0.000,17365.000
,SI000285,14-04-2015,CU0.125SSHFINEPT-4,INR,C&S Electricals Ltd.(LVCom.Div),289.205,KG,155089.073,0.000,19386.000,0.000,6979.000,1745.000,0.000,0.000,0.000,0.000,183199.073
,,,CU0.173SSHFINEPT-10,INR,C&S Electricals Ltd.(LVCom.Div),299.995,KG,157575.374,0.000,19697.000,0.000,7091.000,1773.000,0.000,0.000,0.000,0.000,186136.374
,SI000286,14-04-2015,CU0.125SSHFINEPT-4,INR,C&S Electricals Ltd.(LVCom.Div),138.015,KG,74011.924,0.000,9251.000,0.000,3331.000,833.000,0.000,0.000,0.000,0.000,87426.924
,,,CU0.14SSHFINEPT-10,INR,C&S Electricals Ltd.(LVCom.Div),271.670,KG,144055.734,0.000,18007.000,0.000,6483.000,1621.000,0.000,0.000,0.000,0.000,170166.734
,,,CU0.213SSHFINEPT-10,INR,C&S Electricals Ltd.(LVCom.Div),183.575,KG,95414.942,0.000,11927.000,0.000,4294.000,1073.000,0.000,0.000,0.000,0.000,112708.942
,SI000287,14-04-2015,CU0.71SSMEDPT-25,INR,Kaynes Technology India P Ltd,1317.445,KG,577304.399,0.000,0.000,0.000,0.000,0.000,0.000,11546.000,0.000,0.000,588850.399
,SI000288,14-04-2015,CU36SSNYLONMEDPT-10,INR,HAVELLS INDIA LTD ( HARIDWAR),698.655,KG,346176.566,0.000,43272.000,0.000,0.000,0.000,0.000,7789.000,0.000,0.000,397237.566
,,,CU37SSMEDPT-10,INR,HAVELLS INDIA LTD ( HARIDWAR),922.795,KG,443393.770,0.000,55424.000,0.000,0.000,0.000,0.000,9976.000,0.000,0.000,508793.770
,,,CU38SSMEDPT-10,INR,HAVELLS INDIA LTD ( HARIDWAR),994.370,KG,480767.951,0.000,60096.000,0.000,0.000,0.000,0.000,10817.000,0.000,0.000,551680.951
,SI000289,14-04-2015,CU0.11SSFINEPT-4,INR,N.J.ELECTRONICS,10.495,KG,5785.474,0.000,723.000,0.000,260.000,65.000,0.000,0.000,0.000,0.000,6833.474
,SI000290,14-04-2015,CU0.29MCFINEPT-25,INR,ANU INDUSTRIES LTD (UDYOG VIHAR),175.590,KG,93800.178,0.000,11725.000,0.000,0.000,0.000,0.000,2111.000,0.000,0.000,107636.178
,SI000291,14-04-2015,CU30SSMEDPT-10,INR,Kanik Electronics Pvt Ltd,214.815,KG,106604.092,0.000,13326.000,0.000,0.000,0.000,0.000,2399.000,0.000,0.000,122329.092
,,,CU34SSMEDPT-10,INR,Kanik Electronics Pvt Ltd,392.980,KG,196592.175,0.000,24574.000,0.000,0.000,0.000,0.000,4423.000,0.000,0.000,225589.175
,,,CU38*4SSMEDPT-10,INR,Kanik Electronics Pvt Ltd,208.295,KG,124197.977,0.000,15525.000,0.000,0.000,0.000,0.000,2794.000,0.000,0.000,142516.977
,SI000292,14-04-2015,CU0.72MPMEDPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,1030.325,KG,493309.307,0.000,61664.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,554973.307
,,,CU0.7MPMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,706.305,KG,331440.684,0.000,41430.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,372870.684
,,,CU36FCMEDPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,127.960,KG,64523.830,0.000,8065.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,72588.830
,,,CU38SSMEDPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,499.615,KG,261398.568,0.000,32675.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,294073.568
,,,CU40SSMEDPT-4,INR,G K WINDING WIRES LTD. - FARIDABAD,500.945,KG,269608.599,0.000,33701.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,303309.599
,SI000293,15-04-2015,CU0.6MPFINEPT-90,INR,Denso India Ltd.,79.670,KG,36163.806,0.000,4520.000,0.000,1627.000,407.000,0.000,0.000,0.000,0.000,42717.806
,SI000294,15-04-2015,CU0.7MPMEDPT-90,INR,Denso India Ltd.,473.630,KG,214990.130,0.000,26874.000,0.000,9675.000,2419.000,0.000,0.000,0.000,0.000,253958.130
,SI000295,15-04-2015,CU0.78DCFINEPT-90,INR,Denso India Ltd.,81.575,KG,37925.849,0.000,4741.000,0.000,1707.000,427.000,0.000,0.000,0.000,0.000,44800.849
,SI000296,15-04-2015,CU0.83DCFINEPT-90,INR,Denso India Ltd.,586.995,KG,272905.715,0.000,34113.000,0.000,12281.000,3070.000,0.000,0.000,0.000,0.000,322369.715
,SI000297,15-04-2015,CU0.85DCMEDPT-90,INR,Denso India Ltd.,338.820,KG,157524.194,0.000,19691.000,0.000,7089.000,1772.000,0.000,0.000,0.000,0.000,186076.194
,SI000298,15-04-2015,CU0.9MPFINEPT-90,INR,Denso India Ltd.,99.340,KG,45092.413,0.000,5637.000,0.000,2029.000,507.000,0.000,0.000,0.000,0.000,53265.413
,SI000299,15-04-2015,CU0.9DCMEDPT-90,INR,Denso India Ltd.,826.920,KG,383624.726,0.000,47953.000,0.000,17263.000,4316.000,0.000,0.000,0.000,0.000,453156.726
,SI000300,15-04-2015,CU1DCFINEPT90,INR,Denso India Ltd.,498.150,KG,230603.598,0.000,28825.000,0.000,10377.000,2594.000,0.000,0.000,0.000,0.000,272399.598
,SI000301,15-04-2015,CU1.05DCMEDPT-90,INR,Denso India Ltd.,236.980,KG,109939.762,0.000,13742.000,0.000,4947.000,1237.000,0.000,0.000,0.000,0.000,129865.762
,SI000302,15-04-2015,CU1.3MCFINEPT-180,INR,Denso India Ltd.,735.400,KG,356610.168,0.000,44576.000,0.000,16047.000,4012.000,0.000,0.000,0.000,0.000,421245.168
,SI000303,15-04-2015,CU1.9MPMEDPT-180,INR,Denso India Ltd.,686.420,KG,313639.026,0.000,39205.000,0.000,14114.000,3528.000,0.000,0.000,0.000,0.000,370486.026
,SI000304,15-04-2015,CU34MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,1250.375,KG,618935.625,0.000,77367.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,696302.625
,SI000305,15-04-2015,CU1.1HCMEDM-266,INR,G K WINDING WIRES LTD. - DELHI,533.625,KG,258914.850,0.000,32364.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,291278.850
,,,CU32MPMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,509.505,KG,251185.965,0.000,31398.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,282583.965
,,,CU39HCMEDPT-4,INR,G K WINDING WIRES LTD. - DELHI,208.495,KG,110961.039,0.000,13870.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,124831.039
,SI000307,15-04-2015,CU35.5MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,925.780,KG,29162.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29162.070
,,,CU35MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,1065.825,KG,33573.488,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33573.488
,,,CU36MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,1004.395,KG,31638.442,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31638.442
,SI000308,15-04-2015,COPPER SCRAP,INR,Orient Electricals(ADivOfOrientPaper&InduLt,105.000,KG,105.000,105.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,SI000309,15-04-2015,SCRAP-OLD PLASTIC SPOOL,INR,Vikas Spool PVt Ltd,463.000,KG,63546.750,0.000,0.000,0.000,0.000,0.000,0.000,1271.000,0.000,0.000,64817.750
,SI000310,15-04-2015,CU0.09SSFINEPT-4,INR,Elin Electronics Ltd,25.845,KG,14266.440,0.000,1783.000,0.000,642.000,160.000,0.000,0.000,0.000,0.000,16851.440
,,,CU40SSMEDPT-4,INR,Elin Electronics Ltd,509.590,KG,265751.185,0.000,33219.000,0.000,11959.000,2990.000,0.000,0.000,0.000,0.000,313919.185
,SI000311,15-04-2015,CU0.22SSMEDPT-10,INR,ROSY ELECTRONICS PVT. LTD.,20.735,KG,10703.407,0.000,1338.000,0.000,0.000,0.000,0.000,0.000,602.000,0.000,12643.407
,SI000312,15-04-2015,CU13BARE WIRE,INR,AMELCO KABLE PVT. LTD.,2952.000,KG,20664.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20664.000
,SI000313,15-04-2015,CU0.21SSFINEPT-10,INR,DIXON TECHNOLOGOES(IND)P.LTD.GEN,43.320,KG,22147.783,0.000,2768.000,0.000,997.000,249.000,0.000,0.000,0.000,0.000,26161.783
,,,CU0.2SSFINEPT-10,INR,DIXON TECHNOLOGOES(IND)P.LTD.GEN,263.870,KG,135961.656,0.000,16995.000,0.000,6118.000,1530.000,0.000,0.000,0.000,0.000,160604.656
,SI000314,15-04-2015,CU0.15*3SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),51.135,KG,30808.838,0.000,3851.000,0.000,0.000,0.000,0.000,693.000,0.000,0.000,35352.838
,SI000315,15-04-2015,CU0.1*4SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),196.675,KG,136942.836,0.000,17118.000,0.000,0.000,0.000,0.000,3081.000,0.000,0.000,157141.836
,SI000316,15-04-2015,CU0.22SSFINEPT-10,INR,DixonTechnologies (India) P.Ltd.(DUNIII),528.640,KG,270272.486,0.000,33784.000,0.000,0.000,0.000,0.000,6081.000,0.000,0.000,310137.486
,SI000317,15-04-2015,CU23MPFINEPT-25,INR,ONKAR ENGINE & GEN (P) LTD,472.880,KG,217340.377,0.000,27168.000,0.000,9780.000,2445.000,0.000,0.000,0.000,0.000,256733.377
,SI000318,15-04-2015,CU0.9DCMEDPT-45,INR,India Nippon Electrical Ltd ( UN III ),3798.530,KG,1846275.506,1694334.000,230784.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,382725.506
,SI000319,15-04-2015,AL18.5MPMEDPT-25,INR,LUMINOUS POWER TECHNOLOGIES P LTD. ,802.540,KG,184182.930,0.000,23023.000,0.000,0.000,0.000,0.000,4144.000,0.000,0.000,211349.930
,SI000320,15-04-2015,AL1.02DCMEDPT-25,INR,LUMINOUS POWER TECHNOLOGIES P LTD. ,343.245,KG,77573.370,0.000,9697.000,0.000,0.000,0.000,0.000,1745.000,0.000,0.000,89015.370
,,,AL21.5MPMEDPT-25,INR,LUMINOUS POWER TECHNOLOGIES P LTD. ,338.965,KG,77622.985,0.000,9703.000,0.000,0.000,0.000,0.000,1747.000,0.000,0.000,89072.985
,,,AL21MPMEDPT-25,INR,LUMINOUS POWER TECHNOLOGIES P LTD. ,881.620,KG,201009.360,0.000,25126.000,0.000,0.000,0.000,0.000,4523.000,0.000,0.000,230658.360
,,,AL23MPMEDPT-25,INR,LUMINOUS POWER TECHNOLOGIES P LTD. ,109.520,KG,25299.120,0.000,3162.000,0.000,0.000,0.000,0.000,569.000,0.000,0.000,29030.120
,SI000321,15-04-2015,AL22HCMEDPT-25,INR,PREETHI KITCHEN APPLIANCES P.LTD-HP-,244.000,KG,67136.600,0.000,8392.000,0.000,0.000,0.000,0.000,1511.000,0.000,0.000,77039.600
,,,AL23.5HCMEDPT-25,INR,PREETHI KITCHEN APPLIANCES P.LTD-HP-,129.440,KG,35744.856,0.000,4468.000,0.000,0.000,0.000,0.000,804.000,0.000,0.000,41016.856
,SI000322,15-04-2015,CU0.29MCFINEPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,372.790,KG,199144.418,0.000,24893.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,224037.418
,,,CU0.55MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,776.880,KG,386420.112,0.000,48303.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,434723.112
,,,CU0.57MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,366.605,KG,182166.024,0.000,22771.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,204937.024
,,,CU0.65MCFINEPT-45,INR,G K WINDING WIRES LTD. - FARIDABAD,306.335,KG,151758.359,0.000,18970.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,170728.359
,SI000323,16-04-2015,CU0.6MPFINEPT-90,INR,Denso India Ltd.,159.180,KG,72254.986,0.000,9032.000,0.000,3251.000,813.000,0.000,0.000,0.000,0.000,85350.986
,SI000324,16-04-2015,CU0.7MPMEDPT-90,INR,Denso India Ltd.,311.250,KG,141282.600,0.000,17660.000,0.000,6358.000,1589.000,0.000,0.000,0.000,0.000,166889.600
,SI000325,16-04-2015,CU0.83DCFINEPT-90,INR,Denso India Ltd.,668.790,KG,310933.847,0.000,38867.000,0.000,13992.000,3498.000,0.000,0.000,0.000,0.000,367290.847
,SI000326,16-04-2015,CU0.85DCMEDPT-90,INR,Denso India Ltd.,337.680,KG,156994.186,0.000,19624.000,0.000,7065.000,1766.000,0.000,0.000,0.000,0.000,185449.186
,SI000327,16-04-2015,CU0.9DCMEDPT-90,INR,Denso India Ltd.,838.535,KG,389013.157,0.000,48627.000,0.000,17506.000,4376.000,0.000,0.000,0.000,0.000,459522.157
,SI000328,16-04-2015,CU1DCFINEPT90,INR,Denso India Ltd.,502.290,KG,232520.087,0.000,29065.000,0.000,10463.000,2616.000,0.000,0.000,0.000,0.000,274664.087
,SI000329,16-04-2015,CU1.05DCMEDPT-90,INR,Denso India Ltd.,254.955,KG,118278.724,0.000,14785.000,0.000,5323.000,1331.000,0.000,0.000,0.000,0.000,139717.724
,SI000330,16-04-2015,CU1.22MCFINEPT-90,INR,Denso India Ltd.,327.785,KG,158949.502,0.000,19869.000,0.000,7153.000,1788.000,0.000,0.000,0.000,0.000,187759.502
,SI000331,16-04-2015,CU1.9MPMEDPT-180,INR,Denso India Ltd.,562.880,KG,257191.130,0.000,32149.000,0.000,11574.000,2893.000,0.000,0.000,0.000,0.000,303807.130
,SI000333,16-04-2015,CU35.5MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,1027.035,KG,32351.602,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32351.602
,,,CU35MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,885.760,KG,27901.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27901.440
,,,CU36MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,1556.440,KG,49027.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49027.860
,SI000334,16-04-2015,CU36FCMEDPT-10,INR,G K WINDING WIRES LTD. - FARIDABAD,354.850,KG,178205.670,0.000,22276.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,200481.670
,SI000335,16-04-2015,COPPER WIRE,INR,Chandra Electrical Industries,1443.400,KG,617919.540,0.000,77240.000,0.000,27806.000,6952.000,0.000,0.000,0.000,0.000,729917.540
,SI000336,16-04-2015,CU0.55DCMEDPT-90,INR,L G Electronics India (P) Ltd,513.040,KG,247593.104,0.000,30949.000,0.000,11142.000,2785.000,0.000,0.000,0.000,0.000,292469.104
,SI000337,16-04-2015,CU13BARE WIRE,INR,AMELCO KABLE PVT. LTD.,2970.000,KG,20790.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20790.000
,SI000338,16-04-2015,CU0.15SSFINEPT-10,INR,DIXON TECHNOLOGOES(IND)P.LTD.GEN,18.530,KG,9825.718,0.000,1228.000,0.000,442.000,111.000,0.000,0.000,0.000,0.000,11606.718
,SI000339,16-04-2015,CU0.23SSFINEPT-10,INR,DIXON TECHNOLOGOES(IND)P.LTD.GEN,599.220,KG,305158.777,0.000,38145.000,0.000,13732.000,3433.000,0.000,0.000,0.000,0.000,360468.777
,SI000340,16-04-2015,CU20HCMEDM-266,INR,G K WINDING WIRES LTD. - DELHI,71.280,KG,35640.000,0.000,4455.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40095.000
,,,CU23MPMEDPT-25,INR,G K WINDING WIRES LTD. - DELHI,61.725,KG,29331.720,0.000,3666.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32997.720
,,,CU32DCMEDPT-25,INR,G K WINDING WIRES LTD. - DELHI,36.045,KG,18176.052,0.000,2272.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20448.052
,,,CU34SSMEDPT-10,INR,G K WINDING WIRES LTD. - DELHI,601.805,KG,311855.351,0.000,38982.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,350837.351
,,,CU35MPFINEPT-10,INR,G K WINDING WIRES LTD. - DELHI,472.850,KG,228509.491,0.000,28564.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,257073.491
,SI000341,16-04-2015,CU20.5MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,59.860,KG,28984.212,0.000,3623.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32607.212
,,,CU20MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,30.015,KG,14443.218,0.000,1805.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16248.218
,,,CU23MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,98.310,KG,47700.012,0.000,5963.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53663.012
,SI000342,16-04-2015,AL22DCMEDPT-90,INR,G K WINDING WIRES LTD. - FARIDABAD,1602.645,KG,491114.534,0.000,61389.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,552503.534
,,,AL28MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,230.870,KG,63523.880,0.000,7940.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,71463.880
,,,AL29MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,494.825,KG,126996.836,0.000,15875.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142871.836
,,,AL30MPMEDPT-25,INR,G K WINDING WIRES LTD. - FARIDABAD,69.780,KG,18449.832,0.000,2306.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20755.832
,SI000343,17-04-2015,CU0.6MPFINEPT-90,INR,Denso India Ltd.,76.130,KG,34556.930,0.000,4320.000,0.000,1555.000,389.000,0.000,0.000,0.000,0.000,40820.930
,SI000344,17-04-2015,CU0.7MPMEDPT-90,INR,Denso India Ltd.,388.040,KG,176139.117,0.000,22017.000,0.000,7926.000,1982.000,0.000,0.000,0.000,0.000,208064.117
,SI000345,17-04-2015,CU0.78DCFINEPT-90,INR,Denso India Ltd.,81.535,KG,37907.252,0.000,4738.000,0.000,1706.000,426.000,0.000,0.000,0.000,0.000,44777.252
,SI000346,17-04-2015,CU0.8DCFINEPT-90,INR,Denso India Ltd.,324.730,KG,150973.472,0.000,18872.000,0.000,6794.000,1698.000,0.000,0.000,0.000,0.000,178337.472
,SI000347,17-04-2015,CU0.83DCFINEPT-90,INR,Denso India Ltd.,753.380,KG,350261.430,0.000,43783.000,0.000,15762.000,3940.000,0.000,0.000,0.000,0.000,413746.430
,SI000348,17-04-2015,CU0.85DCMEDPT-90,INR,Denso India Ltd.,422.485,KG,196421.726,0.000,24553.000,0.000,8839.000,2210.000,0.000,0.000,0.000,0.000,232023.726
,SI000349,17-04-2015,CU0.9DCMEDPT-90,INR,Denso India Ltd.,853.815,KG,396101.855,0.000,49513.000,0.000,17825.000,4456.000,0.000,0.000,0.000,0.000,467895.855
,SI000350,17-04-2015,CU1DCFINEPT90,INR,Denso India Ltd.,506.400,KG,234422.688,0.000,29303.000,0.000,10549.000,2637.000,0.000,0.000,0.000,0.000,276911.688
,SI000351,17-04-2015,CU1.05DCMEDPT-90,INR,Denso India Ltd.,255.730,KG,118638.262,0.000,14830.000,0.000,5339.000,1335.000,0.000,0.000,0.000,0.000,140142.262
,SI000352,17-04-2015,CU1.22MCFINEPT-90,INR,Denso India Ltd.,83.605,KG,40541.737,0.000,5068.000,0.000,1824.000,456.000,0.000,0.000,0.000,0.000,47889.737
,SI000353,17-04-2015,CU1.9MPMEDPT-180,INR,Denso India Ltd.,668.320,KG,305368.774,0.000,38171.000,0.000,13742.000,3435.000,0.000,0.000,0.000,0.000,360716.774
,SI000354,17-04-2015,CU13BARE WIRE,INR,AMELCO KABLE PVT. LTD.,2978.000,KG,20846.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20846.000
,SI000355,17-04-2015,CU35.5MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,521.040,KG,16412.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16412.760
,,,CU35MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,995.020,KG,31343.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31343.130
,,,CU36MPMEDPT-10,INR,Orient Electricals(ADivOfOrientPaper&InduLt,1013.705,KG,31931.708,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31931.708
,SI000356,17-04-2015,COPPER SCRAP,INR,Orient Electricals(ADivOfOrientPaper&InduLt,210.000,KG,210.000,210.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,SI000357,17-04-2015,CU1.00 BARE WIRE (JW),INR,Mandeep Cables P Ltd,2998.000,KG,25483.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25483.000
,SI000359,17-04-2015,CU0.55DCMEDPT-90,INR,L G Electronics India (P) Ltd,741.940,KG,358060.244,0.000,44758.000,0.000,16113.000,4028.000,0.000,0.000,0.000,0.000,422959.244
,SI000360,17-04-2015,CU34SSMEDPT-10,INR,Puri Electronics Pvt Ltd,166.930,KG,86503.126,0.000,10813.000,0.000,0.000,0.000,0.000,1946.000,0.000,0.000,99262.126
,SI000361,17-04-2015,CU13BARE WIRE,INR,AMELCO KABLE PVT. LTD.,2957.000,KG,20699.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20699.000
,SI000362,17-04-2015,COPPER SCRAP,INR,STAR SINTERED PRODUCTS LTD.,304.000,KG,97584.000,0.000,12198.000,0.000,4391.000,1098.000,0.000,0.000,0.000,0.000,115271.000
,SI000363,17-04-2015,COPPER SCRAP,INR,STAR SINTERED PRODUCTS LTD.,2240.000,KG,719040.000,0.000,89880.000,0.000,32357.000,8089.000,0.000,0.000,0.000,0.000,849366.000
